iso3,year,region,indicator,value,source
BFA,1998,National,"School enrollment, primary, female (% net)",28.3,HDX-WB
BFA,1999,National,"School enrollment, primary, female (% net)",29.01,HDX-WB
BFA,2000,National,"School enrollment, primary, female (% net)",30.0,HDX-WB
BFA,2001,National,"School enrollment, primary, female (% net)",31.11,HDX-WB
BFA,2002,National,"School enrollment, primary, female (% net)",31.06,HDX-WB
BFA,2003,National,"School enrollment, primary, female (% net)",33.0,HDX-WB
BFA,2004,National,"School enrollment, primary, female (% net)",35.85,HDX-WB
BFA,2005,National,"School enrollment, primary, female (% net)",40.46,HDX-WB
BFA,2006,National,"School enrollment, primary, female (% net)",43.72,HDX-WB
BFA,2007,National,"School enrollment, primary, female (% net)",49.09,HDX-WB
BFA,2008,National,"School enrollment, primary, female (% net)",55.53,HDX-WB
BFA,2009,National,"School enrollment, primary, female (% net)",58.93,HDX-WB
BFA,2010,National,"School enrollment, primary, female (% net)",57.4,HDX-WB
BFA,2011,National,"School enrollment, primary, female (% net)",62.78,HDX-WB
BFA,2012,National,"School enrollment, primary, female (% net)",64.0,HDX-WB
BFA,2013,National,"School enrollment, primary, female (% net)",65.31,HDX-WB
BFA,2014,National,"School enrollment, primary, female (% net)",66.49,HDX-WB
BFA,2015,National,"School enrollment, primary, female (% net)",68.14,HDX-WB
BFA,2016,National,"School enrollment, primary, female (% net)",74.06,HDX-WB
BFA,2017,National,"School enrollment, primary, female (% net)",75.45,HDX-WB
BFA,2018,National,"School enrollment, primary, female (% net)",77.69,HDX-WB
BFA,1971,National,"School enrollment, primary, male (% gross)",15.86,HDX-WB
BFA,1972,National,"School enrollment, primary, male (% gross)",16.31,HDX-WB
BFA,1973,National,"School enrollment, primary, male (% gross)",16.64,HDX-WB
BFA,1974,National,"School enrollment, primary, male (% gross)",17.19,HDX-WB
BFA,1975,National,"School enrollment, primary, male (% gross)",17.86,HDX-WB
BFA,1976,National,"School enrollment, primary, male (% gross)",18.49,HDX-WB
BFA,1977,National,"School enrollment, primary, male (% gross)",19.12,HDX-WB
BFA,1978,National,"School enrollment, primary, male (% gross)",19.97,HDX-WB
BFA,1979,National,"School enrollment, primary, male (% gross)",20.75,HDX-WB
BFA,1980,National,"School enrollment, primary, male (% gross)",21.81,HDX-WB
BFA,1981,National,"School enrollment, primary, male (% gross)",23.19,HDX-WB
BFA,1982,National,"School enrollment, primary, male (% gross)",25.02,HDX-WB
BFA,1983,National,"School enrollment, primary, male (% gross)",27.11,HDX-WB
BFA,1984,National,"School enrollment, primary, male (% gross)",28.96,HDX-WB
BFA,1985,National,"School enrollment, primary, male (% gross)",31.6,HDX-WB
BFA,1986,National,"School enrollment, primary, male (% gross)",34.01,HDX-WB
BFA,1987,National,"School enrollment, primary, male (% gross)",36.22,HDX-WB
BFA,1988,National,"School enrollment, primary, male (% gross)",36.58,HDX-WB
BFA,1989,National,"School enrollment, primary, male (% gross)",37.64,HDX-WB
BFA,1990,National,"School enrollment, primary, male (% gross)",38.47,HDX-WB
BFA,1991,National,"School enrollment, primary, male (% gross)",39.36,HDX-WB
BFA,1992,National,"School enrollment, primary, male (% gross)",39.8,HDX-WB
BFA,1993,National,"School enrollment, primary, male (% gross)",40.87,HDX-WB
BFA,1994,National,"School enrollment, primary, male (% gross)",42.16,HDX-WB
BFA,1995,National,"School enrollment, primary, male (% gross)",44.29,HDX-WB
BFA,1996,National,"School enrollment, primary, male (% gross)",46.41,HDX-WB
BFA,1998,National,"School enrollment, primary, male (% gross)",48.44,HDX-WB
BFA,1999,National,"School enrollment, primary, male (% gross)",49.29,HDX-WB
BFA,2000,National,"School enrollment, primary, male (% gross)",50.03,HDX-WB
BFA,2001,National,"School enrollment, primary, male (% gross)",51.42,HDX-WB
BFA,2002,National,"School enrollment, primary, male (% gross)",51.9,HDX-WB
BFA,2003,National,"School enrollment, primary, male (% gross)",54.34,HDX-WB
BFA,2004,National,"School enrollment, primary, male (% gross)",58.56,HDX-WB
BFA,2005,National,"School enrollment, primary, male (% gross)",63.09,HDX-WB
BFA,2006,National,"School enrollment, primary, male (% gross)",66.57,HDX-WB
BFA,2007,National,"School enrollment, primary, male (% gross)",71.83,HDX-WB
BFA,2008,National,"School enrollment, primary, male (% gross)",76.67,HDX-WB
BFA,2009,National,"School enrollment, primary, male (% gross)",80.56,HDX-WB
BFA,2010,National,"School enrollment, primary, male (% gross)",80.22,HDX-WB
BFA,2011,National,"School enrollment, primary, male (% gross)",82.97,HDX-WB
BFA,2012,National,"School enrollment, primary, male (% gross)",84.47,HDX-WB
BFA,2013,National,"School enrollment, primary, male (% gross)",84.98,HDX-WB
BFA,2014,National,"School enrollment, primary, male (% gross)",85.96,HDX-WB
BFA,2015,National,"School enrollment, primary, male (% gross)",86.53,HDX-WB
BFA,2016,National,"School enrollment, primary, male (% gross)",88.61,HDX-WB
BFA,2017,National,"School enrollment, primary, male (% gross)",90.42,HDX-WB
BFA,2018,National,"School enrollment, primary, male (% gross)",92.47,HDX-WB
BFA,2019,National,"School enrollment, primary, male (% gross)",90.23,HDX-WB
BFA,2020,National,"School enrollment, primary, male (% gross)",87.51,HDX-WB
BFA,2021,National,"School enrollment, primary, male (% gross)",86.49,HDX-WB
BFA,2022,National,"School enrollment, primary, male (% gross)",81.32,HDX-WB
BFA,2023,National,"School enrollment, primary, male (% gross)",71.06,HDX-WB
BFA,2024,National,"School enrollment, primary, male (% gross)",76.06,HDX-WB
BFA,1971,National,"School enrollment, primary, male (% net)",12.6,HDX-WB
BFA,1972,National,"School enrollment, primary, male (% net)",13.01,HDX-WB
BFA,1977,National,"School enrollment, primary, male (% net)",15.68,HDX-WB
BFA,1978,National,"School enrollment, primary, male (% net)",16.29,HDX-WB
BFA,1979,National,"School enrollment, primary, male (% net)",16.86,HDX-WB
BFA,1980,National,"School enrollment, primary, male (% net)",17.71,HDX-WB
BFA,1981,National,"School enrollment, primary, male (% net)",19.05,HDX-WB
BFA,1982,National,"School enrollment, primary, male (% net)",21.01,HDX-WB
BFA,1983,National,"School enrollment, primary, male (% net)",22.39,HDX-WB
BFA,1984,National,"School enrollment, primary, male (% net)",24.21,HDX-WB
BFA,1985,National,"School enrollment, primary, male (% net)",26.8,HDX-WB
BFA,1986,National,"School enrollment, primary, male (% net)",29.13,HDX-WB
BFA,1987,National,"School enrollment, primary, male (% net)",31.3,HDX-WB
BFA,1988,National,"School enrollment, primary, male (% net)",31.77,HDX-WB
BFA,1989,National,"School enrollment, primary, male (% net)",31.91,HDX-WB
BFA,1991,National,"School enrollment, primary, male (% net)",32.82,HDX-WB
BFA,1992,National,"School enrollment, primary, male (% net)",33.4,HDX-WB
BFA,1993,National,"School enrollment, primary, male (% net)",34.49,HDX-WB
BFA,1994,National,"School enrollment, primary, male (% net)",35.96,HDX-WB
BFA,1995,National,"School enrollment, primary, male (% net)",37.92,HDX-WB
BFA,1998,National,"School enrollment, primary, male (% net)",41.46,HDX-WB
BFA,1999,National,"School enrollment, primary, male (% net)",41.77,HDX-WB
BFA,2000,National,"School enrollment, primary, male (% net)",42.48,HDX-WB
BFA,2001,National,"School enrollment, primary, male (% net)",43.23,HDX-WB
BFA,2002,National,"School enrollment, primary, male (% net)",42.22,HDX-WB
BFA,2003,National,"School enrollment, primary, male (% net)",44.14,HDX-WB
BFA,2004,National,"School enrollment, primary, male (% net)",46.29,HDX-WB
BFA,2005,National,"School enrollment, primary, male (% net)",50.87,HDX-WB
BFA,2006,National,"School enrollment, primary, male (% net)",53.62,HDX-WB
BFA,2007,National,"School enrollment, primary, male (% net)",58.82,HDX-WB
BFA,2008,National,"School enrollment, primary, male (% net)",64.26,HDX-WB
BFA,2009,National,"School enrollment, primary, male (% net)",66.52,HDX-WB
BFA,2010,National,"School enrollment, primary, male (% net)",62.34,HDX-WB
BFA,2011,National,"School enrollment, primary, male (% net)",66.93,HDX-WB
BFA,2012,National,"School enrollment, primary, male (% net)",67.31,HDX-WB
BFA,2013,National,"School enrollment, primary, male (% net)",67.82,HDX-WB
BFA,2014,National,"School enrollment, primary, male (% net)",69.06,HDX-WB
BFA,2015,National,"School enrollment, primary, male (% net)",70.59,HDX-WB
BFA,2016,National,"School enrollment, primary, male (% net)",76.31,HDX-WB
BFA,2017,National,"School enrollment, primary, male (% net)",77.37,HDX-WB
BFA,2018,National,"School enrollment, primary, male (% net)",79.57,HDX-WB
BFA,1971,National,"School enrollment, primary, private (% of total primary)",3.5,HDX-WB
BFA,1972,National,"School enrollment, primary, private (% of total primary)",3.93,HDX-WB
BFA,1973,National,"School enrollment, primary, private (% of total primary)",4.13,HDX-WB
BFA,1974,National,"School enrollment, primary, private (% of total primary)",4.87,HDX-WB
BFA,1975,National,"School enrollment, primary, private (% of total primary)",6.53,HDX-WB
BFA,1976,National,"School enrollment, primary, private (% of total primary)",7.24,HDX-WB
BFA,1977,National,"School enrollment, primary, private (% of total primary)",7.19,HDX-WB
BFA,1981,National,"School enrollment, primary, private (% of total primary)",8.39,HDX-WB
BFA,1982,National,"School enrollment, primary, private (% of total primary)",9.09,HDX-WB
BFA,1983,National,"School enrollment, primary, private (% of total primary)",8.4,HDX-WB
BFA,1984,National,"School enrollment, primary, private (% of total primary)",8.24,HDX-WB
BFA,1985,National,"School enrollment, primary, private (% of total primary)",8.28,HDX-WB
BFA,1986,National,"School enrollment, primary, private (% of total primary)",8.72,HDX-WB
BFA,1987,National,"School enrollment, primary, private (% of total primary)",9.08,HDX-WB
BFA,1988,National,"School enrollment, primary, private (% of total primary)",9.59,HDX-WB
BFA,1989,National,"School enrollment, primary, private (% of total primary)",9.68,HDX-WB
BFA,1990,National,"School enrollment, primary, private (% of total primary)",9.12,HDX-WB
BFA,1991,National,"School enrollment, primary, private (% of total primary)",8.65,HDX-WB
BFA,1992,National,"School enrollment, primary, private (% of total primary)",7.96,HDX-WB
BFA,1993,National,"School enrollment, primary, private (% of total primary)",7.13,HDX-WB
BFA,1994,National,"School enrollment, primary, private (% of total primary)",7.29,HDX-WB
BFA,1995,National,"School enrollment, primary, private (% of total primary)",7.58,HDX-WB
BFA,1996,National,"School enrollment, primary, private (% of total primary)",8.41,HDX-WB
BFA,1998,National,"School enrollment, primary, private (% of total primary)",10.18,HDX-WB
BFA,1999,National,"School enrollment, primary, private (% of total primary)",10.83,HDX-WB
BFA,2000,National,"School enrollment, primary, private (% of total primary)",11.39,HDX-WB
BFA,2001,National,"School enrollment, primary, private (% of total primary)",12.03,HDX-WB
BFA,2002,National,"School enrollment, primary, private (% of total primary)",12.67,HDX-WB
BFA,2003,National,"School enrollment, primary, private (% of total primary)",13.04,HDX-WB
BFA,2004,National,"School enrollment, primary, private (% of total primary)",12.96,HDX-WB
BFA,2005,National,"School enrollment, primary, private (% of total primary)",13.75,HDX-WB
BFA,2006,National,"School enrollment, primary, private (% of total primary)",13.66,HDX-WB
BFA,2007,National,"School enrollment, primary, private (% of total primary)",13.58,HDX-WB
BFA,2008,National,"School enrollment, primary, private (% of total primary)",13.1,HDX-WB
BFA,2009,National,"School enrollment, primary, private (% of total primary)",14.23,HDX-WB
BFA,2010,National,"School enrollment, primary, private (% of total primary)",14.17,HDX-WB
BFA,2011,National,"School enrollment, primary, private (% of total primary)",14.48,HDX-WB
BFA,2012,National,"School enrollment, primary, private (% of total primary)",15.57,HDX-WB
BFA,2013,National,"School enrollment, primary, private (% of total primary)",16.48,HDX-WB
BFA,2014,National,"School enrollment, primary, private (% of total primary)",17.32,HDX-WB
BFA,2015,National,"School enrollment, primary, private (% of total primary)",18.28,HDX-WB
BFA,2016,National,"School enrollment, primary, private (% of total primary)",19.46,HDX-WB
BFA,2017,National,"School enrollment, primary, private (% of total primary)",20.09,HDX-WB
BFA,2018,National,"School enrollment, primary, private (% of total primary)",20.3,HDX-WB
BFA,2019,National,"School enrollment, primary, private (% of total primary)",21.49,HDX-WB
BFA,2020,National,"School enrollment, primary, private (% of total primary)",23.39,HDX-WB
BFA,2021,National,"School enrollment, primary, private (% of total primary)",24.41,HDX-WB
BFA,2022,National,"School enrollment, primary, private (% of total primary)",26.34,HDX-WB
BFA,2023,National,"School enrollment, primary, private (% of total primary)",29.68,HDX-WB
BFA,2024,National,"School enrollment, primary, private (% of total primary)",28.18,HDX-WB
BFA,1971,National,"School enrollment, secondary (% gross)",1.34,HDX-WB
BFA,1972,National,"School enrollment, secondary (% gross)",1.37,HDX-WB
BFA,1973,National,"School enrollment, secondary (% gross)",1.45,HDX-WB
BFA,1974,National,"School enrollment, secondary (% gross)",1.67,HDX-WB
BFA,1975,National,"School enrollment, secondary (% gross)",1.75,HDX-WB
BFA,1976,National,"School enrollment, secondary (% gross)",1.79,HDX-WB
BFA,1977,National,"School enrollment, secondary (% gross)",1.94,HDX-WB
BFA,1978,National,"School enrollment, secondary (% gross)",2.01,HDX-WB
BFA,1979,National,"School enrollment, secondary (% gross)",2.13,HDX-WB
BFA,1980,National,"School enrollment, secondary (% gross)",2.47,HDX-WB
BFA,1981,National,"School enrollment, secondary (% gross)",2.64,HDX-WB
BFA,1982,National,"School enrollment, secondary (% gross)",2.93,HDX-WB
BFA,1983,National,"School enrollment, secondary (% gross)",2.96,HDX-WB
BFA,1984,National,"School enrollment, secondary (% gross)",3.18,HDX-WB
BFA,1985,National,"School enrollment, secondary (% gross)",3.77,HDX-WB
BFA,1986,National,"School enrollment, secondary (% gross)",4.49,HDX-WB
BFA,1987,National,"School enrollment, secondary (% gross)",5.11,HDX-WB
BFA,1988,National,"School enrollment, secondary (% gross)",5.73,HDX-WB
BFA,1989,National,"School enrollment, secondary (% gross)",6.51,HDX-WB
BFA,1990,National,"School enrollment, secondary (% gross)",6.79,HDX-WB
BFA,1991,National,"School enrollment, secondary (% gross)",7.13,HDX-WB
BFA,1992,National,"School enrollment, secondary (% gross)",7.33,HDX-WB
BFA,1993,National,"School enrollment, secondary (% gross)",7.74,HDX-WB
BFA,1994,National,"School enrollment, secondary (% gross)",8.05,HDX-WB
BFA,1999,National,"School enrollment, secondary (% gross)",9.3,HDX-WB
BFA,2000,National,"School enrollment, secondary (% gross)",9.86,HDX-WB
BFA,2001,National,"School enrollment, secondary (% gross)",10.04,HDX-WB
BFA,2003,National,"School enrollment, secondary (% gross)",11.28,HDX-WB
BFA,2004,National,"School enrollment, secondary (% gross)",12.37,HDX-WB
BFA,2005,National,"School enrollment, secondary (% gross)",13.37,HDX-WB
BFA,2006,National,"School enrollment, secondary (% gross)",14.15,HDX-WB
BFA,2007,National,"School enrollment, secondary (% gross)",15.28,HDX-WB
BFA,2008,National,"School enrollment, secondary (% gross)",17.99,HDX-WB
BFA,2009,National,"School enrollment, secondary (% gross)",19.44,HDX-WB
BFA,2010,National,"School enrollment, secondary (% gross)",21.18,HDX-WB
BFA,2011,National,"School enrollment, secondary (% gross)",23.18,HDX-WB
BFA,2012,National,"School enrollment, secondary (% gross)",25.24,HDX-WB
BFA,2013,National,"School enrollment, secondary (% gross)",27.6,HDX-WB
BFA,2014,National,"School enrollment, secondary (% gross)",29.57,HDX-WB
BFA,2015,National,"School enrollment, secondary (% gross)",32.89,HDX-WB
BFA,2016,National,"School enrollment, secondary (% gross)",34.93,HDX-WB
BFA,2017,National,"School enrollment, secondary (% gross)",37.16,HDX-WB
BFA,2018,National,"School enrollment, secondary (% gross)",39.63,HDX-WB
BFA,2019,National,"School enrollment, secondary (% gross)",40.08,HDX-WB
BFA,2020,National,"School enrollment, secondary (% gross)",39.25,HDX-WB
BFA,2021,National,"School enrollment, secondary (% gross)",38.15,HDX-WB
BFA,2022,National,"School enrollment, secondary (% gross)",33.62,HDX-WB
BFA,2023,National,"School enrollment, secondary (% gross)",30.86,HDX-WB
BFA,2024,National,"School enrollment, secondary (% gross)",29.99,HDX-WB
BFA,1983,National,"School enrollment, secondary (% net)",2.47,HDX-WB
BFA,1985,National,"School enrollment, secondary (% net)",2.99,HDX-WB
BFA,1986,National,"School enrollment, secondary (% net)",3.51,HDX-WB
BFA,1989,National,"School enrollment, secondary (% net)",5.27,HDX-WB
BFA,1992,National,"School enrollment, secondary (% net)",6.67,HDX-WB
BFA,1993,National,"School enrollment, secondary (% net)",6.86,HDX-WB
BFA,1994,National,"School enrollment, secondary (% net)",6.87,HDX-WB
BFA,1999,National,"School enrollment, secondary (% net)",8.64,HDX-WB
BFA,2001,National,"School enrollment, secondary (% net)",7.98,HDX-WB
BFA,2003,National,"School enrollment, secondary (% net)",9.49,HDX-WB
BFA,2004,National,"School enrollment, secondary (% net)",10.56,HDX-WB
BFA,2005,National,"School enrollment, secondary (% net)",11.4,HDX-WB
BFA,2006,National,"School enrollment, secondary (% net)",12.21,HDX-WB
BFA,2007,National,"School enrollment, secondary (% net)",12.92,HDX-WB
BFA,2008,National,"School enrollment, secondary (% net)",14.77,HDX-WB
BFA,2009,National,"School enrollment, secondary (% net)",15.82,HDX-WB
BFA,2010,National,"School enrollment, secondary (% net)",16.48,HDX-WB
BFA,2011,National,"School enrollment, secondary (% net)",18.46,HDX-WB
BFA,2012,National,"School enrollment, secondary (% net)",19.74,HDX-WB
BFA,2013,National,"School enrollment, secondary (% net)",21.66,HDX-WB
BFA,2015,National,"School enrollment, secondary (% net)",26.53,HDX-WB
BFA,2016,National,"School enrollment, secondary (% net)",28.1,HDX-WB
BFA,2017,National,"School enrollment, secondary (% net)",29.14,HDX-WB
BFA,2018,National,"School enrollment, secondary (% net)",31.0,HDX-WB
BFA,1971,National,"School enrollment, secondary (gross), gender parity index (GPI)",0.4,HDX-WB
BFA,1972,National,"School enrollment, secondary (gross), gender parity index (GPI)",0.39,HDX-WB
BFA,1973,National,"School enrollment, secondary (gross), gender parity index (GPI)",0.43,HDX-WB
BFA,1974,National,"School enrollment, secondary (gross), gender parity index (GPI)",0.44,HDX-WB
BFA,1975,National,"School enrollment, secondary (gross), gender parity index (GPI)",0.45,HDX-WB
BFA,1976,National,"School enrollment, secondary (gross), gender parity index (GPI)",0.47,HDX-WB
BFA,1977,National,"School enrollment, secondary (gross), gender parity index (GPI)",0.42,HDX-WB
BFA,1979,National,"School enrollment, secondary (gross), gender parity index (GPI)",0.5,HDX-WB
BFA,1980,National,"School enrollment, secondary (gross), gender parity index (GPI)",0.58,HDX-WB
BFA,1981,National,"School enrollment, secondary (gross), gender parity index (GPI)",0.52,HDX-WB
BFA,1982,National,"School enrollment, secondary (gross), gender parity index (GPI)",0.55,HDX-WB
BFA,1983,National,"School enrollment, secondary (gross), gender parity index (GPI)",0.52,HDX-WB
BFA,1984,National,"School enrollment, secondary (gross), gender parity index (GPI)",0.53,HDX-WB
BFA,1985,National,"School enrollment, secondary (gross), gender parity index (GPI)",0.55,HDX-WB
BFA,1986,National,"School enrollment, secondary (gross), gender parity index (GPI)",0.52,HDX-WB
BFA,1994,National,"School enrollment, secondary (gross), gender parity index (GPI)",0.56,HDX-WB
BFA,1999,National,"School enrollment, secondary (gross), gender parity index (GPI)",0.62,HDX-WB
BFA,2000,National,"School enrollment, secondary (gross), gender parity index (GPI)",0.66,HDX-WB
BFA,2001,National,"School enrollment, secondary (gross), gender parity index (GPI)",0.66,HDX-WB
BFA,2003,National,"School enrollment, secondary (gross), gender parity index (GPI)",0.68,HDX-WB
BFA,2004,National,"School enrollment, secondary (gross), gender parity index (GPI)",0.7,HDX-WB
BFA,2005,National,"School enrollment, secondary (gross), gender parity index (GPI)",0.71,HDX-WB
BFA,2006,National,"School enrollment, secondary (gross), gender parity index (GPI)",0.72,HDX-WB
BFA,2007,National,"School enrollment, secondary (gross), gender parity index (GPI)",0.73,HDX-WB
BFA,2008,National,"School enrollment, secondary (gross), gender parity index (GPI)",0.74,HDX-WB
BFA,2009,National,"School enrollment, secondary (gross), gender parity index (GPI)",0.74,HDX-WB
BFA,2010,National,"School enrollment, secondary (gross), gender parity index (GPI)",0.76,HDX-WB
BFA,2011,National,"School enrollment, secondary (gross), gender parity index (GPI)",0.78,HDX-WB
BFA,2012,National,"School enrollment, secondary (gross), gender parity index (GPI)",0.81,HDX-WB
BFA,2013,National,"School enrollment, secondary (gross), gender parity index (GPI)",0.85,HDX-WB
BFA,2014,National,"School enrollment, secondary (gross), gender parity index (GPI)",0.87,HDX-WB
BFA,2015,National,"School enrollment, secondary (gross), gender parity index (GPI)",0.92,HDX-WB
BFA,2016,National,"School enrollment, secondary (gross), gender parity index (GPI)",0.95,HDX-WB
BFA,2017,National,"School enrollment, secondary (gross), gender parity index (GPI)",0.97,HDX-WB
BFA,2018,National,"School enrollment, secondary (gross), gender parity index (GPI)",1.0,HDX-WB
BFA,2019,National,"School enrollment, secondary (gross), gender parity index (GPI)",1.03,HDX-WB
BFA,2020,National,"School enrollment, secondary (gross), gender parity index (GPI)",1.06,HDX-WB
BFA,2021,National,"School enrollment, secondary (gross), gender parity index (GPI)",1.11,HDX-WB
BFA,1971,National,"School enrollment, secondary, female (% gross)",0.75,HDX-WB
BFA,1972,National,"School enrollment, secondary, female (% gross)",0.76,HDX-WB
BFA,1973,National,"School enrollment, secondary, female (% gross)",0.85,HDX-WB
BFA,1974,National,"School enrollment, secondary, female (% gross)",1.0,HDX-WB
BFA,1975,National,"School enrollment, secondary, female (% gross)",1.07,HDX-WB
BFA,1976,National,"School enrollment, secondary, female (% gross)",1.13,HDX-WB
BFA,1977,National,"School enrollment, secondary, female (% gross)",1.13,HDX-WB
BFA,1979,National,"School enrollment, secondary, female (% gross)",1.39,HDX-WB
BFA,1980,National,"School enrollment, secondary, female (% gross)",1.79,HDX-WB
BFA,1981,National,"School enrollment, secondary, female (% gross)",1.77,HDX-WB
BFA,1982,National,"School enrollment, secondary, female (% gross)",2.06,HDX-WB
BFA,1983,National,"School enrollment, secondary, female (% gross)",2.0,HDX-WB
BFA,1984,National,"School enrollment, secondary, female (% gross)",2.19,HDX-WB
BFA,1985,National,"School enrollment, secondary, female (% gross)",2.65,HDX-WB
BFA,1986,National,"School enrollment, secondary, female (% gross)",3.03,HDX-WB
BFA,1994,National,"School enrollment, secondary, female (% gross)",5.71,HDX-WB
BFA,1999,National,"School enrollment, secondary, female (% gross)",7.06,HDX-WB
BFA,2000,National,"School enrollment, secondary, female (% gross)",7.77,HDX-WB
BFA,2001,National,"School enrollment, secondary, female (% gross)",7.96,HDX-WB
BFA,2003,National,"School enrollment, secondary, female (% gross)",9.13,HDX-WB
BFA,2004,National,"School enrollment, secondary, female (% gross)",10.11,HDX-WB
BFA,2005,National,"School enrollment, secondary, female (% gross)",11.05,HDX-WB
BFA,2006,National,"School enrollment, secondary, female (% gross)",11.84,HDX-WB
BFA,2007,National,"School enrollment, secondary, female (% gross)",12.87,HDX-WB
BFA,2008,National,"School enrollment, secondary, female (% gross)",15.25,HDX-WB
BFA,2009,National,"School enrollment, secondary, female (% gross)",16.49,HDX-WB
BFA,2010,National,"School enrollment, secondary, female (% gross)",18.2,HDX-WB
BFA,2011,National,"School enrollment, secondary, female (% gross)",20.15,HDX-WB
BFA,2012,National,"School enrollment, secondary, female (% gross)",22.44,HDX-WB
BFA,2013,National,"School enrollment, secondary, female (% gross)",25.12,HDX-WB
BFA,2014,National,"School enrollment, secondary, female (% gross)",27.38,HDX-WB
BFA,2015,National,"School enrollment, secondary, female (% gross)",31.35,HDX-WB
BFA,2016,National,"School enrollment, secondary, female (% gross)",33.84,HDX-WB
BFA,2017,National,"School enrollment, secondary, female (% gross)",36.43,HDX-WB
BFA,2018,National,"School enrollment, secondary, female (% gross)",39.43,HDX-WB
BFA,2019,National,"School enrollment, secondary, female (% gross)",40.52,HDX-WB
BFA,2020,National,"School enrollment, secondary, female (% gross)",40.21,HDX-WB
BFA,2021,National,"School enrollment, secondary, female (% gross)",40.13,HDX-WB
BFA,2022,National,"School enrollment, secondary, female (% gross)",36.13,HDX-WB
BFA,2023,National,"School enrollment, secondary, female (% gross)",33.65,HDX-WB
BFA,2024,National,"School enrollment, secondary, female (% gross)",33.24,HDX-WB
BFA,1983,National,"School enrollment, secondary, female (% net)",1.67,HDX-WB
BFA,1986,National,"School enrollment, secondary, female (% net)",2.4,HDX-WB
BFA,1989,National,"School enrollment, secondary, female (% net)",3.63,HDX-WB
BFA,1992,National,"School enrollment, secondary, female (% net)",4.65,HDX-WB
BFA,1993,National,"School enrollment, secondary, female (% net)",4.78,HDX-WB
BFA,1994,National,"School enrollment, secondary, female (% net)",4.91,HDX-WB
BFA,1999,National,"School enrollment, secondary, female (% net)",6.44,HDX-WB
BFA,2001,National,"School enrollment, secondary, female (% net)",6.33,HDX-WB
BFA,2003,National,"School enrollment, secondary, female (% net)",7.68,HDX-WB
BFA,2004,National,"School enrollment, secondary, female (% net)",8.56,HDX-WB
BFA,2005,National,"School enrollment, secondary, female (% net)",9.42,HDX-WB
BFA,2006,National,"School enrollment, secondary, female (% net)",10.15,HDX-WB
BFA,2007,National,"School enrollment, secondary, female (% net)",10.82,HDX-WB
BFA,2008,National,"School enrollment, secondary, female (% net)",12.51,HDX-WB
BFA,2009,National,"School enrollment, secondary, female (% net)",13.45,HDX-WB
BFA,2010,National,"School enrollment, secondary, female (% net)",14.39,HDX-WB
BFA,2011,National,"School enrollment, secondary, female (% net)",16.39,HDX-WB
BFA,2012,National,"School enrollment, secondary, female (% net)",17.89,HDX-WB
BFA,2013,National,"School enrollment, secondary, female (% net)",20.16,HDX-WB
BFA,2015,National,"School enrollment, secondary, female (% net)",25.92,HDX-WB
BFA,2016,National,"School enrollment, secondary, female (% net)",28.0,HDX-WB
BFA,2017,National,"School enrollment, secondary, female (% net)",29.33,HDX-WB
BFA,2018,National,"School enrollment, secondary, female (% net)",31.69,HDX-WB
BFA,1971,National,"School enrollment, secondary, male (% gross)",1.94,HDX-WB
BFA,1972,National,"School enrollment, secondary, male (% gross)",1.98,HDX-WB
BFA,1973,National,"School enrollment, secondary, male (% gross)",2.04,HDX-WB
BFA,1974,National,"School enrollment, secondary, male (% gross)",2.34,HDX-WB
BFA,1975,National,"School enrollment, secondary, male (% gross)",2.42,HDX-WB
BFA,1976,National,"School enrollment, secondary, male (% gross)",2.44,HDX-WB
BFA,1977,National,"School enrollment, secondary, male (% gross)",2.74,HDX-WB
BFA,1979,National,"School enrollment, secondary, male (% gross)",2.86,HDX-WB
BFA,1980,National,"School enrollment, secondary, male (% gross)",3.15,HDX-WB
BFA,1981,National,"School enrollment, secondary, male (% gross)",3.5,HDX-WB
BFA,1982,National,"School enrollment, secondary, male (% gross)",3.79,HDX-WB
BFA,1983,National,"School enrollment, secondary, male (% gross)",3.92,HDX-WB
BFA,1984,National,"School enrollment, secondary, male (% gross)",4.16,HDX-WB
BFA,1985,National,"School enrollment, secondary, male (% gross)",4.89,HDX-WB
BFA,1986,National,"School enrollment, secondary, male (% gross)",5.94,HDX-WB
BFA,1994,National,"School enrollment, secondary, male (% gross)",10.36,HDX-WB
BFA,1999,National,"School enrollment, secondary, male (% gross)",11.49,HDX-WB
BFA,2000,National,"School enrollment, secondary, male (% gross)",11.9,HDX-WB
BFA,2001,National,"School enrollment, secondary, male (% gross)",12.07,HDX-WB
BFA,2003,National,"School enrollment, secondary, male (% gross)",13.38,HDX-WB
BFA,2004,National,"School enrollment, secondary, male (% gross)",14.56,HDX-WB
BFA,2005,National,"School enrollment, secondary, male (% gross)",15.64,HDX-WB
BFA,2006,National,"School enrollment, secondary, male (% gross)",16.4,HDX-WB
BFA,2007,National,"School enrollment, secondary, male (% gross)",17.63,HDX-WB
BFA,2008,National,"School enrollment, secondary, male (% gross)",20.67,HDX-WB
BFA,2009,National,"School enrollment, secondary, male (% gross)",22.32,HDX-WB
BFA,2010,National,"School enrollment, secondary, male (% gross)",24.09,HDX-WB
BFA,2011,National,"School enrollment, secondary, male (% gross)",26.14,HDX-WB
BFA,2012,National,"School enrollment, secondary, male (% gross)",27.98,HDX-WB
