iso3,year,region,indicator,value,source
BFA,1971,National,"Adjusted net enrollment rate, primary (% of primary school age children)",10.05,HDX-WB
BFA,1972,National,"Adjusted net enrollment rate, primary (% of primary school age children)",10.49,HDX-WB
BFA,1977,National,"Adjusted net enrollment rate, primary (% of primary school age children)",12.56,HDX-WB
BFA,1978,National,"Adjusted net enrollment rate, primary (% of primary school age children)",13.03,HDX-WB
BFA,1979,National,"Adjusted net enrollment rate, primary (% of primary school age children)",13.52,HDX-WB
BFA,1980,National,"Adjusted net enrollment rate, primary (% of primary school age children)",14.31,HDX-WB
BFA,1981,National,"Adjusted net enrollment rate, primary (% of primary school age children)",15.32,HDX-WB
BFA,1982,National,"Adjusted net enrollment rate, primary (% of primary school age children)",16.81,HDX-WB
BFA,1983,National,"Adjusted net enrollment rate, primary (% of primary school age children)",18.08,HDX-WB
BFA,1984,National,"Adjusted net enrollment rate, primary (% of primary school age children)",19.43,HDX-WB
BFA,1985,National,"Adjusted net enrollment rate, primary (% of primary school age children)",21.48,HDX-WB
BFA,1986,National,"Adjusted net enrollment rate, primary (% of primary school age children)",23.49,HDX-WB
BFA,1987,National,"Adjusted net enrollment rate, primary (% of primary school age children)",25.14,HDX-WB
BFA,1988,National,"Adjusted net enrollment rate, primary (% of primary school age children)",25.62,HDX-WB
BFA,1989,National,"Adjusted net enrollment rate, primary (% of primary school age children)",25.91,HDX-WB
BFA,1991,National,"Adjusted net enrollment rate, primary (% of primary school age children)",27.18,HDX-WB
BFA,1992,National,"Adjusted net enrollment rate, primary (% of primary school age children)",27.7,HDX-WB
BFA,1993,National,"Adjusted net enrollment rate, primary (% of primary school age children)",28.69,HDX-WB
BFA,1994,National,"Adjusted net enrollment rate, primary (% of primary school age children)",29.91,HDX-WB
BFA,1995,National,"Adjusted net enrollment rate, primary (% of primary school age children)",31.54,HDX-WB
BFA,1998,National,"Adjusted net enrollment rate, primary (% of primary school age children)",34.98,HDX-WB
BFA,1999,National,"Adjusted net enrollment rate, primary (% of primary school age children)",35.51,HDX-WB
BFA,2000,National,"Adjusted net enrollment rate, primary (% of primary school age children)",36.75,HDX-WB
BFA,2001,National,"Adjusted net enrollment rate, primary (% of primary school age children)",37.77,HDX-WB
BFA,2002,National,"Adjusted net enrollment rate, primary (% of primary school age children)",36.72,HDX-WB
BFA,2003,National,"Adjusted net enrollment rate, primary (% of primary school age children)",39.05,HDX-WB
BFA,2004,National,"Adjusted net enrollment rate, primary (% of primary school age children)",41.15,HDX-WB
BFA,2005,National,"Adjusted net enrollment rate, primary (% of primary school age children)",45.97,HDX-WB
BFA,2006,National,"Adjusted net enrollment rate, primary (% of primary school age children)",49.62,HDX-WB
BFA,2007,National,"Adjusted net enrollment rate, primary (% of primary school age children)",54.95,HDX-WB
BFA,2008,National,"Adjusted net enrollment rate, primary (% of primary school age children)",61.0,HDX-WB
BFA,2009,National,"Adjusted net enrollment rate, primary (% of primary school age children)",63.89,HDX-WB
BFA,2011,National,"Adjusted net enrollment rate, primary (% of primary school age children)",64.89,HDX-WB
BFA,2012,National,"Adjusted net enrollment rate, primary (% of primary school age children)",66.07,HDX-WB
BFA,2013,National,"Adjusted net enrollment rate, primary (% of primary school age children)",66.97,HDX-WB
BFA,2014,National,"Adjusted net enrollment rate, primary (% of primary school age children)",68.3,HDX-WB
BFA,2015,National,"Adjusted net enrollment rate, primary (% of primary school age children)",69.96,HDX-WB
BFA,2016,National,"Adjusted net enrollment rate, primary (% of primary school age children)",75.85,HDX-WB
BFA,2017,National,"Adjusted net enrollment rate, primary (% of primary school age children)",77.01,HDX-WB
BFA,2018,National,"Adjusted net enrollment rate, primary (% of primary school age children)",79.34,HDX-WB
BFA,1971,National,"Adjusted net enrollment rate, primary, female (% of primary school age children)",7.43,HDX-WB
BFA,1972,National,"Adjusted net enrollment rate, primary, female (% of primary school age children)",7.89,HDX-WB
BFA,1977,National,"Adjusted net enrollment rate, primary, female (% of primary school age children)",9.34,HDX-WB
BFA,1978,National,"Adjusted net enrollment rate, primary, female (% of primary school age children)",9.67,HDX-WB
BFA,1979,National,"Adjusted net enrollment rate, primary, female (% of primary school age children)",10.09,HDX-WB
BFA,1980,National,"Adjusted net enrollment rate, primary, female (% of primary school age children)",10.8,HDX-WB
BFA,1981,National,"Adjusted net enrollment rate, primary, female (% of primary school age children)",11.49,HDX-WB
BFA,1982,National,"Adjusted net enrollment rate, primary, female (% of primary school age children)",12.51,HDX-WB
BFA,1983,National,"Adjusted net enrollment rate, primary, female (% of primary school age children)",13.65,HDX-WB
BFA,1984,National,"Adjusted net enrollment rate, primary, female (% of primary school age children)",14.51,HDX-WB
BFA,1985,National,"Adjusted net enrollment rate, primary, female (% of primary school age children)",16.02,HDX-WB
BFA,1986,National,"Adjusted net enrollment rate, primary, female (% of primary school age children)",17.67,HDX-WB
BFA,1987,National,"Adjusted net enrollment rate, primary, female (% of primary school age children)",18.79,HDX-WB
BFA,1988,National,"Adjusted net enrollment rate, primary, female (% of primary school age children)",19.29,HDX-WB
BFA,1989,National,"Adjusted net enrollment rate, primary, female (% of primary school age children)",19.74,HDX-WB
BFA,1991,National,"Adjusted net enrollment rate, primary, female (% of primary school age children)",21.37,HDX-WB
BFA,1992,National,"Adjusted net enrollment rate, primary, female (% of primary school age children)",21.83,HDX-WB
BFA,1993,National,"Adjusted net enrollment rate, primary, female (% of primary school age children)",22.7,HDX-WB
BFA,1994,National,"Adjusted net enrollment rate, primary, female (% of primary school age children)",23.67,HDX-WB
BFA,1995,National,"Adjusted net enrollment rate, primary, female (% of primary school age children)",24.94,HDX-WB
BFA,1998,National,"Adjusted net enrollment rate, primary, female (% of primary school age children)",28.3,HDX-WB
BFA,1999,National,"Adjusted net enrollment rate, primary, female (% of primary school age children)",29.02,HDX-WB
BFA,2000,National,"Adjusted net enrollment rate, primary, female (% of primary school age children)",30.37,HDX-WB
BFA,2001,National,"Adjusted net enrollment rate, primary, female (% of primary school age children)",31.55,HDX-WB
BFA,2002,National,"Adjusted net enrollment rate, primary, female (% of primary school age children)",31.06,HDX-WB
BFA,2003,National,"Adjusted net enrollment rate, primary, female (% of primary school age children)",33.4,HDX-WB
BFA,2004,National,"Adjusted net enrollment rate, primary, female (% of primary school age children)",35.85,HDX-WB
BFA,2005,National,"Adjusted net enrollment rate, primary, female (% of primary school age children)",40.67,HDX-WB
BFA,2006,National,"Adjusted net enrollment rate, primary, female (% of primary school age children)",44.52,HDX-WB
BFA,2007,National,"Adjusted net enrollment rate, primary, female (% of primary school age children)",49.94,HDX-WB
BFA,2008,National,"Adjusted net enrollment rate, primary, female (% of primary school age children)",56.46,HDX-WB
BFA,2009,National,"Adjusted net enrollment rate, primary, female (% of primary school age children)",59.93,HDX-WB
BFA,2011,National,"Adjusted net enrollment rate, primary, female (% of primary school age children)",62.78,HDX-WB
BFA,2012,National,"Adjusted net enrollment rate, primary, female (% of primary school age children)",64.4,HDX-WB
BFA,2013,National,"Adjusted net enrollment rate, primary, female (% of primary school age children)",65.7,HDX-WB
BFA,2014,National,"Adjusted net enrollment rate, primary, female (% of primary school age children)",67.01,HDX-WB
BFA,2015,National,"Adjusted net enrollment rate, primary, female (% of primary school age children)",68.75,HDX-WB
BFA,2016,National,"Adjusted net enrollment rate, primary, female (% of primary school age children)",74.75,HDX-WB
BFA,2017,National,"Adjusted net enrollment rate, primary, female (% of primary school age children)",76.07,HDX-WB
BFA,2018,National,"Adjusted net enrollment rate, primary, female (% of primary school age children)",78.43,HDX-WB
BFA,1971,National,"Adjusted net enrollment rate, primary, male (% of primary school age children)",12.6,HDX-WB
BFA,1972,National,"Adjusted net enrollment rate, primary, male (% of primary school age children)",13.01,HDX-WB
BFA,1977,National,"Adjusted net enrollment rate, primary, male (% of primary school age children)",15.68,HDX-WB
BFA,1978,National,"Adjusted net enrollment rate, primary, male (% of primary school age children)",16.29,HDX-WB
BFA,1979,National,"Adjusted net enrollment rate, primary, male (% of primary school age children)",16.86,HDX-WB
BFA,1980,National,"Adjusted net enrollment rate, primary, male (% of primary school age children)",17.71,HDX-WB
BFA,1981,National,"Adjusted net enrollment rate, primary, male (% of primary school age children)",19.05,HDX-WB
BFA,1982,National,"Adjusted net enrollment rate, primary, male (% of primary school age children)",21.01,HDX-WB
BFA,1983,National,"Adjusted net enrollment rate, primary, male (% of primary school age children)",22.39,HDX-WB
BFA,1984,National,"Adjusted net enrollment rate, primary, male (% of primary school age children)",24.21,HDX-WB
BFA,1985,National,"Adjusted net enrollment rate, primary, male (% of primary school age children)",26.8,HDX-WB
BFA,1986,National,"Adjusted net enrollment rate, primary, male (% of primary school age children)",29.13,HDX-WB
BFA,1987,National,"Adjusted net enrollment rate, primary, male (% of primary school age children)",31.3,HDX-WB
BFA,1988,National,"Adjusted net enrollment rate, primary, male (% of primary school age children)",31.77,HDX-WB
BFA,1989,National,"Adjusted net enrollment rate, primary, male (% of primary school age children)",31.91,HDX-WB
BFA,1991,National,"Adjusted net enrollment rate, primary, male (% of primary school age children)",32.82,HDX-WB
BFA,1992,National,"Adjusted net enrollment rate, primary, male (% of primary school age children)",33.4,HDX-WB
BFA,1993,National,"Adjusted net enrollment rate, primary, male (% of primary school age children)",34.49,HDX-WB
BFA,1994,National,"Adjusted net enrollment rate, primary, male (% of primary school age children)",35.96,HDX-WB
BFA,1995,National,"Adjusted net enrollment rate, primary, male (% of primary school age children)",37.92,HDX-WB
BFA,1998,National,"Adjusted net enrollment rate, primary, male (% of primary school age children)",41.46,HDX-WB
BFA,1999,National,"Adjusted net enrollment rate, primary, male (% of primary school age children)",41.81,HDX-WB
BFA,2000,National,"Adjusted net enrollment rate, primary, male (% of primary school age children)",42.93,HDX-WB
BFA,2001,National,"Adjusted net enrollment rate, primary, male (% of primary school age children)",43.8,HDX-WB
BFA,2002,National,"Adjusted net enrollment rate, primary, male (% of primary school age children)",42.22,HDX-WB
BFA,2003,National,"Adjusted net enrollment rate, primary, male (% of primary school age children)",44.53,HDX-WB
BFA,2004,National,"Adjusted net enrollment rate, primary, male (% of primary school age children)",46.29,HDX-WB
BFA,2005,National,"Adjusted net enrollment rate, primary, male (% of primary school age children)",51.11,HDX-WB
BFA,2006,National,"Adjusted net enrollment rate, primary, male (% of primary school age children)",54.57,HDX-WB
BFA,2007,National,"Adjusted net enrollment rate, primary, male (% of primary school age children)",59.8,HDX-WB
BFA,2008,National,"Adjusted net enrollment rate, primary, male (% of primary school age children)",65.4,HDX-WB
BFA,2009,National,"Adjusted net enrollment rate, primary, male (% of primary school age children)",67.72,HDX-WB
BFA,2011,National,"Adjusted net enrollment rate, primary, male (% of primary school age children)",66.93,HDX-WB
BFA,2012,National,"Adjusted net enrollment rate, primary, male (% of primary school age children)",67.69,HDX-WB
BFA,2013,National,"Adjusted net enrollment rate, primary, male (% of primary school age children)",68.19,HDX-WB
BFA,2014,National,"Adjusted net enrollment rate, primary, male (% of primary school age children)",69.55,HDX-WB
BFA,2015,National,"Adjusted net enrollment rate, primary, male (% of primary school age children)",71.13,HDX-WB
BFA,2016,National,"Adjusted net enrollment rate, primary, male (% of primary school age children)",76.91,HDX-WB
BFA,2017,National,"Adjusted net enrollment rate, primary, male (% of primary school age children)",77.9,HDX-WB
BFA,2018,National,"Adjusted net enrollment rate, primary, male (% of primary school age children)",80.22,HDX-WB
BFA,1983,National,Adolescents out of school (% of lower secondary school age),92.97,HDX-WB
BFA,1989,National,Adolescents out of school (% of lower secondary school age),88.5,HDX-WB
BFA,1999,National,Adolescents out of school (% of lower secondary school age),80.58,HDX-WB
BFA,2001,National,Adolescents out of school (% of lower secondary school age),84.86,HDX-WB
BFA,2003,National,Adolescents out of school (% of lower secondary school age),82.39,HDX-WB
BFA,2004,National,Adolescents out of school (% of lower secondary school age),80.81,HDX-WB
BFA,2005,National,Adolescents out of school (% of lower secondary school age),81.74,HDX-WB
BFA,2006,National,Adolescents out of school (% of lower secondary school age),78.85,HDX-WB
BFA,2007,National,Adolescents out of school (% of lower secondary school age),77.72,HDX-WB
BFA,2008,National,Adolescents out of school (% of lower secondary school age),74.71,HDX-WB
BFA,2009,National,Adolescents out of school (% of lower secondary school age),70.46,HDX-WB
BFA,2010,National,Adolescents out of school (% of lower secondary school age),55.39,HDX-WB
BFA,2011,National,Adolescents out of school (% of lower secondary school age),53.66,HDX-WB
BFA,2012,National,Adolescents out of school (% of lower secondary school age),51.29,HDX-WB
BFA,2013,National,Adolescents out of school (% of lower secondary school age),48.26,HDX-WB
BFA,2014,National,Adolescents out of school (% of lower secondary school age),45.18,HDX-WB
BFA,2015,National,Adolescents out of school (% of lower secondary school age),43.3,HDX-WB
BFA,2016,National,Adolescents out of school (% of lower secondary school age),49.29,HDX-WB
BFA,2017,National,Adolescents out of school (% of lower secondary school age),48.31,HDX-WB
BFA,2018,National,Adolescents out of school (% of lower secondary school age),45.39,HDX-WB
BFA,2019,National,Adolescents out of school (% of lower secondary school age),47.93,HDX-WB
BFA,2020,National,Adolescents out of school (% of lower secondary school age),48.68,HDX-WB
BFA,2021,National,Adolescents out of school (% of lower secondary school age),49.58,HDX-WB
BFA,2022,National,Adolescents out of school (% of lower secondary school age),53.93,HDX-WB
BFA,2023,National,Adolescents out of school (% of lower secondary school age),55.53,HDX-WB
BFA,2024,National,Adolescents out of school (% of lower secondary school age),59.31,HDX-WB
BFA,1983,National,"Adolescents out of school, female (% of female lower secondary school age)",95.23,HDX-WB
BFA,1989,National,"Adolescents out of school, female (% of female lower secondary school age)",91.73,HDX-WB
BFA,1999,National,"Adolescents out of school, female (% of female lower secondary school age)",84.82,HDX-WB
BFA,2001,National,"Adolescents out of school, female (% of female lower secondary school age)",87.68,HDX-WB
BFA,2003,National,"Adolescents out of school, female (% of female lower secondary school age)",85.38,HDX-WB
BFA,2004,National,"Adolescents out of school, female (% of female lower secondary school age)",84.17,HDX-WB
BFA,2005,National,"Adolescents out of school, female (% of female lower secondary school age)",84.66,HDX-WB
BFA,2006,National,"Adolescents out of school, female (% of female lower secondary school age)",82.14,HDX-WB
BFA,2007,National,"Adolescents out of school, female (% of female lower secondary school age)",80.98,HDX-WB
BFA,2008,National,"Adolescents out of school, female (% of female lower secondary school age)",78.08,HDX-WB
BFA,2009,National,"Adolescents out of school, female (% of female lower secondary school age)",74.15,HDX-WB
BFA,2010,National,"Adolescents out of school, female (% of female lower secondary school age)",59.36,HDX-WB
BFA,2011,National,"Adolescents out of school, female (% of female lower secondary school age)",57.31,HDX-WB
BFA,2012,National,"Adolescents out of school, female (% of female lower secondary school age)",54.11,HDX-WB
BFA,2013,National,"Adolescents out of school, female (% of female lower secondary school age)",50.01,HDX-WB
BFA,2014,National,"Adolescents out of school, female (% of female lower secondary school age)",46.02,HDX-WB
BFA,2015,National,"Adolescents out of school, female (% of female lower secondary school age)",43.48,HDX-WB
BFA,2016,National,"Adolescents out of school, female (% of female lower secondary school age)",48.8,HDX-WB
BFA,2017,National,"Adolescents out of school, female (% of female lower secondary school age)",47.45,HDX-WB
BFA,2018,National,"Adolescents out of school, female (% of female lower secondary school age)",44.25,HDX-WB
BFA,2019,National,"Adolescents out of school, female (% of female lower secondary school age)",46.13,HDX-WB
BFA,2020,National,"Adolescents out of school, female (% of female lower secondary school age)",46.44,HDX-WB
BFA,2021,National,"Adolescents out of school, female (% of female lower secondary school age)",46.55,HDX-WB
BFA,2022,National,"Adolescents out of school, female (% of female lower secondary school age)",50.43,HDX-WB
BFA,2023,National,"Adolescents out of school, female (% of female lower secondary school age)",51.91,HDX-WB
BFA,2024,National,"Adolescents out of school, female (% of female lower secondary school age)",55.47,HDX-WB
BFA,1983,National,"Adolescents out of school, male (% of male lower secondary school age)",90.72,HDX-WB
BFA,1989,National,"Adolescents out of school, male (% of male lower secondary school age)",85.31,HDX-WB
BFA,1999,National,"Adolescents out of school, male (% of male lower secondary school age)",76.43,HDX-WB
BFA,2001,National,"Adolescents out of school, male (% of male lower secondary school age)",82.12,HDX-WB
BFA,2003,National,"Adolescents out of school, male (% of male lower secondary school age)",79.48,HDX-WB
BFA,2004,National,"Adolescents out of school, male (% of male lower secondary school age)",77.53,HDX-WB
BFA,2005,National,"Adolescents out of school, male (% of male lower secondary school age)",78.9,HDX-WB
BFA,2006,National,"Adolescents out of school, male (% of male lower secondary school age)",75.64,HDX-WB
BFA,2007,National,"Adolescents out of school, male (% of male lower secondary school age)",74.54,HDX-WB
BFA,2008,National,"Adolescents out of school, male (% of male lower secondary school age)",71.42,HDX-WB
BFA,2009,National,"Adolescents out of school, male (% of male lower secondary school age)",66.85,HDX-WB
BFA,2010,National,"Adolescents out of school, male (% of male lower secondary school age)",51.51,HDX-WB
BFA,2011,National,"Adolescents out of school, male (% of male lower secondary school age)",50.09,HDX-WB
BFA,2012,National,"Adolescents out of school, male (% of male lower secondary school age)",48.53,HDX-WB
BFA,2013,National,"Adolescents out of school, male (% of male lower secondary school age)",46.56,HDX-WB
BFA,2014,National,"Adolescents out of school, male (% of male lower secondary school age)",44.38,HDX-WB
BFA,2015,National,"Adolescents out of school, male (% of male lower secondary school age)",43.13,HDX-WB
BFA,2016,National,"Adolescents out of school, male (% of male lower secondary school age)",49.75,HDX-WB
BFA,2017,National,"Adolescents out of school, male (% of male lower secondary school age)",49.15,HDX-WB
BFA,2018,National,"Adolescents out of school, male (% of male lower secondary school age)",46.5,HDX-WB
BFA,2019,National,"Adolescents out of school, male (% of male lower secondary school age)",49.68,HDX-WB
BFA,2020,National,"Adolescents out of school, male (% of male lower secondary school age)",50.86,HDX-WB
BFA,2021,National,"Adolescents out of school, male (% of male lower secondary school age)",52.53,HDX-WB
BFA,2022,National,"Adolescents out of school, male (% of male lower secondary school age)",57.33,HDX-WB
BFA,2023,National,"Adolescents out of school, male (% of male lower secondary school age)",59.05,HDX-WB
BFA,2024,National,"Adolescents out of school, male (% of male lower secondary school age)",63.04,HDX-WB
BFA,1975,National,"Adult illiterate population, 15+ years, % female",54.74,HDX-WB
BFA,1991,National,"Adult illiterate population, 15+ years, % female",56.1,HDX-WB
BFA,1996,National,"Adult illiterate population, 15+ years, % female",55.57,HDX-WB
BFA,2003,National,"Adult illiterate population, 15+ years, % female",56.66,HDX-WB
BFA,2005,National,"Adult illiterate population, 15+ years, % female",56.78,HDX-WB
BFA,2006,National,"Adult illiterate population, 15+ years, % female",56.21,HDX-WB
BFA,2007,National,"Adult illiterate population, 15+ years, % female",57.21,HDX-WB
BFA,2014,National,"Adult illiterate population, 15+ years, % female",58.18,HDX-WB
BFA,2018,National,"Adult illiterate population, 15+ years, % female",58.29,HDX-WB
BFA,1975,National,"Adult illiterate population, 15+ years, both sexes (number)",3131400.0,HDX-WB
BFA,1991,National,"Adult illiterate population, 15+ years, both sexes (number)",4117469.0,HDX-WB
BFA,1996,National,"Adult illiterate population, 15+ years, both sexes (number)",4769685.0,HDX-WB
BFA,2003,National,"Adult illiterate population, 15+ years, both sexes (number)",5263915.0,HDX-WB
BFA,2005,National,"Adult illiterate population, 15+ years, both sexes (number)",5478590.0,HDX-WB
BFA,2006,National,"Adult illiterate population, 15+ years, both sexes (number)",5713984.0,HDX-WB
BFA,2007,National,"Adult illiterate population, 15+ years, both sexes (number)",5451046.0,HDX-WB
BFA,2014,National,"Adult illiterate population, 15+ years, both sexes (number)",6191338.0,HDX-WB
BFA,2018,National,"Adult illiterate population, 15+ years, both sexes (number)",6390995.0,HDX-WB
BFA,1975,National,"Adult illiterate population, 15+ years, female (number)",1714117.0,HDX-WB
BFA,1991,National,"Adult illiterate population, 15+ years, female (number)",2310094.0,HDX-WB
BFA,1996,National,"Adult illiterate population, 15+ years, female (number)",2650709.0,HDX-WB
BFA,2003,National,"Adult illiterate population, 15+ years, female (number)",2982325.0,HDX-WB
BFA,2005,National,"Adult illiterate population, 15+ years, female (number)",3110808.0,HDX-WB
BFA,2006,National,"Adult illiterate population, 15+ years, female (number)",3211686.0,HDX-WB
BFA,2007,National,"Adult illiterate population, 15+ years, female (number)",3118626.0,HDX-WB
BFA,2014,National,"Adult illiterate population, 15+ years, female (number)",3602159.0,HDX-WB
BFA,2018,National,"Adult illiterate population, 15+ years, female (number)",3725570.0,HDX-WB
BFA,1975,National,"Adult illiterate population, 15+ years, male (number)",1417283.0,HDX-WB
BFA,1991,National,"Adult illiterate population, 15+ years, male (number)",1807374.0,HDX-WB
BFA,1996,National,"Adult illiterate population, 15+ years, male (number)",2118977.0,HDX-WB
BFA,2003,National,"Adult illiterate population, 15+ years, male (number)",2281590.0,HDX-WB
BFA,2005,National,"Adult illiterate population, 15+ years, male (number)",2367782.0,HDX-WB
BFA,2006,National,"Adult illiterate population, 15+ years, male (number)",2502298.0,HDX-WB
BFA,2007,National,"Adult illiterate population, 15+ years, male (number)",2332420.0,HDX-WB
BFA,2014,National,"Adult illiterate population, 15+ years, male (number)",2589179.0,HDX-WB
BFA,2018,National,"Adult illiterate population, 15+ years, male (number)",2665425.0,HDX-WB
BFA,1975,National,"Adult literacy rate, 15+",8.83,WorldBank
BFA,1991,National,"Adult literacy rate, 15+",13.57,WorldBank
BFA,1996,National,"Adult literacy rate, 15+",12.85,WorldBank
BFA,2003,National,"Adult literacy rate, 15+",21.82,WorldBank
BFA,2005,National,"Adult literacy rate, 15+",23.52,WorldBank
BFA,2006,National,"Adult literacy rate, 15+",22.47,WorldBank
BFA,2007,National,"Adult literacy rate, 15+",27.88,WorldBank
BFA,2014,National,"Adult literacy rate, 15+",34.6,WorldBank
BFA,2018,National,"Adult literacy rate, 15+",39.35,WorldBank
BFA,2019,National,"Adult literacy rate, 15+",29.66,WorldBank
BFA,2021,National,"Adult literacy rate, 15+",36.97,WorldBank
BFA,2022,National,"Adult literacy rate, 15+",40.92,WorldBank
BFA,2023,National,"Adult literacy rate, 15+",41.57,WorldBank
BFA,2007,National,All staff compensation as % of total expenditure in tertiary public institutions (%),48.37,HDX-WB
BFA,2007,National,Capital expenditure as % of total expenditure in tertiary public institutions (%),21.28,HDX-WB
BFA,1971,National,Children out of school (% of primary school age),89.71,HDX-WB
BFA,1972,National,Children out of school (% of primary school age),89.33,HDX-WB
BFA,1977,National,Children out of school (% of primary school age),87.36,HDX-WB
BFA,1978,National,Children out of school (% of primary school age),86.88,HDX-WB
BFA,1979,National,Children out of school (% of primary school age),86.37,HDX-WB
BFA,1980,National,Children out of school (% of primary school age),85.61,HDX-WB
BFA,1981,National,Children out of school (% of primary school age),84.7,HDX-WB
BFA,1982,National,Children out of school (% of primary school age),83.31,HDX-WB
BFA,1983,National,Children out of school (% of primary school age),82.12,HDX-WB
BFA,1984,National,Children out of school (% of primary school age),80.81,HDX-WB
BFA,1985,National,Children out of school (% of primary school age),78.84,HDX-WB
BFA,1986,National,Children out of school (% of primary school age),77.03,HDX-WB
BFA,1987,National,Children out of school (% of primary school age),75.55,HDX-WB
BFA,1988,National,Children out of school (% of primary school age),75.16,HDX-WB
BFA,1989,National,Children out of school (% of primary school age),74.94,HDX-WB
BFA,1991,National,Children out of school (% of primary school age),73.98,HDX-WB
BFA,1992,National,Children out of school (% of primary school age),73.56,HDX-WB
BFA,1993,National,Children out of school (% of primary school age),72.69,HDX-WB
BFA,1994,National,Children out of school (% of primary school age),71.57,HDX-WB
BFA,1995,National,Children out of school (% of primary school age),70.11,HDX-WB
BFA,1998,National,Children out of school (% of primary school age),67.02,HDX-WB
BFA,1999,National,Children out of school (% of primary school age),66.39,HDX-WB
BFA,2000,National,Children out of school (% of primary school age),65.05,HDX-WB
BFA,2001,National,Children out of school (% of primary school age),63.94,HDX-WB
BFA,2002,National,Children out of school (% of primary school age),64.78,HDX-WB
BFA,2003,National,Children out of school (% of primary school age),62.36,HDX-WB
BFA,2004,National,Children out of school (% of primary school age),60.15,HDX-WB
BFA,2005,National,Children out of school (% of primary school age),55.31,HDX-WB
BFA,2006,National,Children out of school (% of primary school age),51.73,HDX-WB
BFA,2007,National,Children out of school (% of primary school age),46.49,HDX-WB
BFA,2008,National,Children out of school (% of primary school age),40.54,HDX-WB
BFA,2009,National,Children out of school (% of primary school age),37.61,HDX-WB
BFA,2010,National,Children out of school (% of primary school age),41.03,HDX-WB
BFA,2011,National,Children out of school (% of primary school age),36.48,HDX-WB
BFA,2012,National,Children out of school (% of primary school age),35.58,HDX-WB
BFA,2013,National,Children out of school (% of primary school age),34.69,HDX-WB
BFA,2014,National,Children out of school (% of primary school age),33.76,HDX-WB
BFA,2015,National,Children out of school (% of primary school age),32.5,HDX-WB
BFA,2016,National,Children out of school (% of primary school age),27.23,HDX-WB
BFA,2017,National,Children out of school (% of primary school age),26.4,HDX-WB
BFA,2018,National,Children out of school (% of primary school age),24.45,HDX-WB
BFA,2019,National,Children out of school (% of primary school age),25.8,HDX-WB
BFA,2020,National,Children out of school (% of primary school age),28.52,HDX-WB
BFA,2021,National,Children out of school (% of primary school age),29.06,HDX-WB
BFA,2022,National,Children out of school (% of primary school age),32.25,HDX-WB
BFA,2023,National,Children out of school (% of primary school age),41.97,HDX-WB
BFA,2024,National,Children out of school (% of primary school age),34.29,HDX-WB
BFA,1971,National,"Children out of school, female (% of female primary school age)",92.5,HDX-WB
BFA,1972,National,"Children out of school, female (% of female primary school age)",92.08,HDX-WB
BFA,1977,National,"Children out of school, female (% of female primary school age)",90.71,HDX-WB
BFA,1978,National,"Children out of school, female (% of female primary school age)",90.37,HDX-WB
BFA,1979,National,"Children out of school, female (% of female primary school age)",89.94,HDX-WB
BFA,1980,National,"Children out of school, female (% of female primary school age)",89.24,HDX-WB
BFA,1981,National,"Children out of school, female (% of female primary school age)",88.64,HDX-WB
BFA,1982,National,"Children out of school, female (% of female primary school age)",87.69,HDX-WB
BFA,1983,National,"Children out of school, female (% of female primary school age)",86.6,HDX-WB
BFA,1984,National,"Children out of school, female (% of female primary school age)",85.76,HDX-WB
BFA,1985,National,"Children out of school, female (% of female primary school age)",84.33,HDX-WB
BFA,1986,National,"Children out of school, female (% of female primary school age)",82.83,HDX-WB
BFA,1987,National,"Children out of school, female (% of female primary school age)",81.82,HDX-WB
BFA,1988,National,"Children out of school, female (% of female primary school age)",81.39,HDX-WB
BFA,1989,National,"Children out of school, female (% of female primary school age)",81.0,HDX-WB
BFA,1991,National,"Children out of school, female (% of female primary school age)",79.64,HDX-WB
BFA,1992,National,"Children out of school, female (% of female primary school age)",79.25,HDX-WB
BFA,1993,National,"Children out of school, female (% of female primary school age)",78.47,HDX-WB
BFA,1994,National,"Children out of school, female (% of female primary school age)",77.59,HDX-WB
BFA,1995,National,"Children out of school, female (% of female primary school age)",76.44,HDX-WB
BFA,1998,National,"Children out of school, female (% of female primary school age)",73.39,HDX-WB
BFA,1999,National,"Children out of school, female (% of female primary school age)",72.59,HDX-WB
BFA,2000,National,"Children out of school, female (% of female primary school age)",71.18,HDX-WB
BFA,2001,National,"Children out of school, female (% of female primary school age)",69.95,HDX-WB
BFA,2002,National,"Children out of school, female (% of female primary school age)",70.29,HDX-WB
BFA,2003,National,"Children out of school, female (% of female primary school age)",67.9,HDX-WB
BFA,2004,National,"Children out of school, female (% of female primary school age)",65.4,HDX-WB
BFA,2005,National,"Children out of school, female (% of female primary school age)",60.62,HDX-WB
BFA,2006,National,"Children out of school, female (% of female primary school age)",56.87,HDX-WB
BFA,2007,National,"Children out of school, female (% of female primary school age)",51.56,HDX-WB
BFA,2008,National,"Children out of school, female (% of female primary school age)",45.18,HDX-WB
BFA,2009,National,"Children out of school, female (% of female primary school age)",41.7,HDX-WB
BFA,2010,National,"Children out of school, female (% of female primary school age)",43.71,HDX-WB
BFA,2011,National,"Children out of school, female (% of female primary school age)",38.78,HDX-WB
BFA,2012,National,"Children out of school, female (% of female primary school age)",37.46,HDX-WB
BFA,2013,National,"Children out of school, female (% of female primary school age)",36.18,HDX-WB
