name,amenity,country,iso3,source,latitude,longitude,operator,addr_city,building
Ecole primaire,school,Burkina Faso,BFA,OSM,12.60564,-1.79893,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,12.58615,-1.78972,,,
CEG de Roglbanga,school,Burkina Faso,BFA,OSM,12.62668,-1.73481,,,
Medersa,school,Burkina Faso,BFA,OSM,12.59057,-1.77546,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,12.58731,-1.7744,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,12.67872,-1.79455,,,
Ecole coranique,school,Burkina Faso,BFA,OSM,12.62502,-1.68934,,,
CEG,school,Burkina Faso,BFA,OSM,12.66856,-1.66791,,,
CEG,school,Burkina Faso,BFA,OSM,12.6151,-1.54332,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,12.59034,-1.55698,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,11.90712,1.4533,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,11.94611,1.48766,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,11.91265,1.49362,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,11.85025,1.49533,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,12.67793,-1.62383,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,11.83816,1.51508,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,12.0119,-1.5142,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,11.99096,-1.55219,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,11.6244,2.01587,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,11.64808,1.99336,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,11.69557,1.96716,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,11.7142,2.00424,,,
Ecole,school,Burkina Faso,BFA,OSM,12.66154,-1.5405,,,
Lycée Départemental de Bagré,college,Burkina Faso,BFA,OSM,11.48485,-0.52688,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,12.65265,-1.60617,,,
Ecole,school,Burkina Faso,BFA,OSM,12.6507,-1.6028,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,12.6775,-1.76605,,,
Ecole coranique,school,Burkina Faso,BFA,OSM,12.66393,-1.5435,,,
Ecole,school,Burkina Faso,BFA,OSM,12.65687,-1.54222,,,
CEG,school,Burkina Faso,BFA,OSM,12.66057,-1.54501,,,
Ecole,school,Burkina Faso,BFA,OSM,12.65866,-1.54325,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,12.6705,-1.53829,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,12.61054,-1.55326,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,12.68142,-1.56797,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,12.69461,-1.548,,,
Lycée Communal,school,Burkina Faso,BFA,OSM,12.67779,-1.54489,,,
Ecole,school,Burkina Faso,BFA,OSM,12.67968,-1.53886,,,
CEG,school,Burkina Faso,BFA,OSM,12.6212,-1.57799,,,
Ecole coranique,school,Burkina Faso,BFA,OSM,12.61826,-1.58463,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,12.61191,-1.58573,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,12.60641,-1.5545,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,12.68775,-1.57853,,,
Les petites Elites,kindergarten,Burkina Faso,BFA,OSM,12.39943,-1.56358,,,
"Complexe scolaire ""Les Elites""",school,Burkina Faso,BFA,OSM,12.39274,-1.56446,,,
Lycee Prive la Reference,school,Burkina Faso,BFA,OSM,12.38871,-1.57323,,,
Centre d'eveil et d'education prescolaire,kindergarten,Burkina Faso,BFA,OSM,12.38646,-1.57454,,,
"Lycée Privé""Les intellos""",school,Burkina Faso,BFA,OSM,12.39618,-1.56716,,,
"Complexe scolaire ""Bendré""",school,Burkina Faso,BFA,OSM,12.39661,-1.56698,,,
Cité A,school,Burkina Faso,BFA,OSM,11.79688,-0.37869,,,
Ecole fraco arabe Sadakatou Al Islamiya,school,Burkina Faso,BFA,OSM,12.38401,-1.53436,,,
Ecoles primaires A B C,school,Burkina Faso,BFA,OSM,12.1844,-0.35545,,,
Les Flamboyants,kindergarten,Burkina Faso,BFA,OSM,12.35232,-1.53898,,,
Centre Africain de Diffusion Islamique,school,Burkina Faso,BFA,OSM,12.37754,-1.49093,,,
"Crèche maternelle ""La belle enfance""",kindergarten,Burkina Faso,BFA,OSM,12.37398,-1.49141,,,
École de Lutte Anti Tse-Tse,school,Burkina Faso,BFA,OSM,11.17915,-4.30309,,,
EcolePrimaire Publique de Dimolo,school,Burkina Faso,BFA,OSM,10.54087,-3.40443,,,
Lycée Kouritta,college,Burkina Faso,BFA,OSM,12.18766,-0.3643,,,
Ecole Primaire Publique de Djégonao,school,Burkina Faso,BFA,OSM,10.53531,-3.3659,,,
Ecole Primaire Publique de Gonfrèra,school,Burkina Faso,BFA,OSM,10.51736,-3.29914,,,
Ecole C,school,Burkina Faso,BFA,OSM,11.14032,-3.05392,,,
École primaire Accart-Ville Sud,school,Burkina Faso,BFA,OSM,11.18234,-4.31149,,,
LYCEE PRIVEE CHEICK ANTA DIOP,school,Burkina Faso,BFA,OSM,11.18892,-4.31522,,,
LYCEE MIXE D'ACCARD-VILLE,school,Burkina Faso,BFA,OSM,11.18765,-4.31548,,,
Alwata Diawara,school,Burkina Faso,BFA,OSM,13.06885,-3.07067,,,
Saint Augustin,school,Burkina Faso,BFA,OSM,11.15143,-4.26972,,,
"École bilingue privé ""Les Tout-petits C",school,Burkina Faso,BFA,OSM,12.40012,-1.5636,,,
Lycée privé BETHANIE II,school,Burkina Faso,BFA,OSM,11.17045,-4.30983,,,
Les Flamboyants,school,Burkina Faso,BFA,OSM,12.3541,-1.54017,,,
Musso Dankan,school,Burkina Faso,BFA,OSM,11.15243,-3.05948,,,
Lycee Municipal VINAMA TIEMOUNOU,school,Burkina Faso,BFA,OSM,11.17098,-4.27153,,,
Lycee OUEZIN COULIBALI,school,Burkina Faso,BFA,OSM,11.17276,-4.27252,,,
Complexe Scolaire LE SAVOIRE,school,Burkina Faso,BFA,OSM,11.19716,-4.31946,,,
Groupe scolaire international Madina,school,Burkina Faso,BFA,OSM,12.34036,-1.5483,,,
"École bilingue privé ""Les Tout-petits C",school,Burkina Faso,BFA,OSM,12.40071,-1.56287,,,
Den Kanu,school,Burkina Faso,BFA,OSM,11.15771,-4.25541,,,
Lycée privé Millenium plus,school,Burkina Faso,BFA,OSM,12.33052,-1.54903,,,
Ecole de Formation Tikouilgha Samuel Kiendrebeogo,school,Burkina Faso,BFA,OSM,12.33074,-1.54531,,,
complexe cours du soir namalgué,school,Burkina Faso,BFA,OSM,12.33714,-1.53335,,,
Complexe scolaire Saint-Laurent Remaria,school,Burkina Faso,BFA,OSM,12.33955,-1.53926,,,
Collège de l'Avenir,college,Burkina Faso,BFA,OSM,11.16996,-4.2762,,,
Steve Biko,school,Burkina Faso,BFA,OSM,12.33742,-1.5335,,,
Préscolaire Communautaire Kam Laada (ICCV),kindergarten,Burkina Faso,BFA,OSM,12.33523,-1.53486,,,
Ecole primaire publique de Zinbéogo,school,Burkina Faso,BFA,OSM,13.86829,-0.7427,,,
cours Placide YAMEOGO,school,Burkina Faso,BFA,OSM,12.25054,-2.35279,,,
Lycee Privee Islamique de Bobo,school,Burkina Faso,BFA,OSM,11.17424,-4.30458,,,
Institut du ministère biblique,school,Burkina Faso,BFA,OSM,12.32411,-1.52261,,,
Centre Éveil Et Éducation Pescolaire Privée,kindergarten,Burkina Faso,BFA,OSM,12.32602,-1.53568,,,
École du Sacré Coeur,school,Burkina Faso,BFA,OSM,12.47638,1.51219,,,
Collège des Jeunes Filles de Loumbila,school,Burkina Faso,BFA,OSM,12.4895,-1.40359,,,
Lycée Privé Wend-Manegret,school,Burkina Faso,BFA,OSM,12.3342,-1.49538,,,
"Complexe scolaire ""Koss-Yam Plus""",school,Burkina Faso,BFA,OSM,12.39246,-1.5649,,,
École Bambi-Metais,school,Burkina Faso,BFA,OSM,12.40114,-1.56505,,,
La Renaissance,school,Burkina Faso,BFA,OSM,12.38848,-1.56773,,,
Centre d'eveil et d'education prescolaire et primaire,school,Burkina Faso,BFA,OSM,12.38463,-1.57977,,,
Ecole Mennè A,school,Burkina Faso,BFA,OSM,11.36444,0.11404,,,
Ecole C,school,Burkina Faso,BFA,OSM,12.48785,1.52238,,,
Ecole primaire privée TOUGOUAI,school,Burkina Faso,BFA,OSM,11.19451,-4.31452,,,
Lycée Municipal de Gaoua,school,Burkina Faso,BFA,OSM,10.34106,-3.17079,,,
EPFWP,school,Burkina Faso,BFA,OSM,12.38119,-1.47916,,,
Ecole des Métiers Bqngrée,school,Burkina Faso,BFA,OSM,12.36639,-1.47436,,,
Ecole primaire Tousch,school,Burkina Faso,BFA,OSM,12.58165,-3.96034,,,
Ecole primaire A,school,Burkina Faso,BFA,OSM,12.57412,-3.96559,,,
Préscolaire Inclusif de L'Ecole des Jeunes Aveugles de l'ABPAM,kindergarten,Burkina Faso,BFA,OSM,12.35715,-1.55008,,,
Ephata International,college,Burkina Faso,BFA,OSM,12.38369,-1.47729,,,
Ecoole Elnadia,school,Burkina Faso,BFA,OSM,12.40196,-1.53757,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,12.31811,-0.94669,,,
CEG,school,Burkina Faso,BFA,OSM,12.29851,-0.93767,,,
Cours Privé Le Creuset,school,Burkina Faso,BFA,OSM,12.36857,-1.51455,,,
Boog Noaga,school,Burkina Faso,BFA,OSM,11.16938,-4.33886,,,
Ecole des Jeunes Aveugle de l'ABPAM,school,Burkina Faso,BFA,OSM,12.35677,-1.54999,,,
École Sainte Famille,school,Burkina Faso,BFA,OSM,12.33753,-1.57744,,,
CELEP BURKINA,school,Burkina Faso,BFA,OSM,12.36093,-1.54584,,,
Ecole du Secteur 23 B,school,Burkina Faso,BFA,OSM,12.40174,-1.53246,,,
Ecole,school,Burkina Faso,BFA,OSM,12.95346,-2.26679,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,11.75455,-2.12702,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,11.72108,-2.09471,,,
Lycée Municipal de la Commune de Dalô,school,Burkina Faso,BFA,OSM,11.74874,-2.10298,,,
Garderie centre d'acceuil,kindergarten,Burkina Faso,BFA,OSM,12.36098,-1.48269,,,
Ecole Dassasgo B,school,Burkina Faso,BFA,OSM,12.38937,-1.46844,,,
ESMAT Ecole Superieur De management Et Technologie Appliquées,college,Burkina Faso,BFA,OSM,12.38533,-1.46809,,,
Centre d'Apprentissage et de Perfectionnement En Anglais,college,Burkina Faso,BFA,OSM,12.36503,-1.47885,,,
École maternelle et primaire Acajou,school,Burkina Faso,BFA,OSM,12.33174,-1.52264,,,
Préscolaire ASECD,kindergarten,Burkina Faso,BFA,OSM,12.31945,-1.54995,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,11.75039,1.78865,,,
"Lycée Privé ""ELKANA""",college,Burkina Faso,BFA,OSM,11.17749,-4.29714,,,
Lycée Professionnel de Bobo,school,Burkina Faso,BFA,OSM,11.20944,-4.32011,,,
Lycée Privé Evangelique2,school,Burkina Faso,BFA,OSM,11.2055,-4.31764,,,
FEZA INTERNATIONAL,school,Burkina Faso,BFA,OSM,11.20192,-4.31639,,,
Ecole Maternelle et Primaire Privée La Pépinière,school,Burkina Faso,BFA,OSM,12.32905,-1.51407,,,
Groupe Scolaire Les Violettes,school,Burkina Faso,BFA,OSM,12.33253,-1.52401,,,
Ecole Publique de Yondé,school,Burkina Faso,BFA,OSM,11.50238,0.13759,,,
École de Santé,school,Burkina Faso,BFA,OSM,12.36008,-1.52775,,,
Lycee de la jeunesse,college,Burkina Faso,BFA,OSM,12.38283,-1.47621,,,
École primaire privée Saint Jean,school,Burkina Faso,BFA,OSM,12.34286,-1.55041,,,
Groupe ESCO IGES,college,Burkina Faso,BFA,OSM,12.34618,-1.55031,,,
LYCE MUNICIPAL SANY SANNON,school,Burkina Faso,BFA,OSM,11.22198,-4.30946,,,
Ecole,school,Burkina Faso,BFA,OSM,12.28844,-1.04645,,,
Ecole Primaire,school,Burkina Faso,BFA,OSM,12.25266,-0.43072,,,
École Bambi,school,Burkina Faso,BFA,OSM,12.35529,-1.53946,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,11.76845,-0.76145,,,
Lycee National de Bobo,school,Burkina Faso,BFA,OSM,11.18002,-4.33929,,,
Crèche/CEEP La Colombe,kindergarten,Burkina Faso,BFA,OSM,12.35469,-1.53999,,,
"Crèche moderne privée ""Les Angelots""",kindergarten,Burkina Faso,BFA,OSM,12.3512,-1.54858,,,
Centre d'éveil et d'éducation préscolaire privé,school,Burkina Faso,BFA,OSM,12.36345,-1.54452,,,
Ecole Tanghin barrage A B C,school,Burkina Faso,BFA,OSM,12.39465,-1.53182,,,
Collège Marie Reine,school,Burkina Faso,BFA,OSM,11.79016,-0.36872,,,
ESTA Annexe,university,Burkina Faso,BFA,OSM,12.37041,-1.47527,,,
Centre 609 Kombi-Songré Salambaoré,kindergarten,Burkina Faso,BFA,OSM,11.49951,0.14066,,,
École primaire évangélique,school,Burkina Faso,BFA,OSM,12.38447,-1.46339,,,
Lycée Novus,college,Burkina Faso,BFA,OSM,12.36785,-1.47021,,,
Complexe Scolaire Boa Yam,school,Burkina Faso,BFA,OSM,12.36651,-1.46887,,,
juvenat garçon st camille,school,Burkina Faso,BFA,OSM,12.37528,-1.49022,,,
Juvenat filles st camille,school,Burkina Faso,BFA,OSM,12.37664,-1.47495,,,
Lycée Municipal,school,Burkina Faso,BFA,OSM,10.95571,-3.26508,,,
Ecole La Paix,school,Burkina Faso,BFA,OSM,12.3262,-1.5475,,,
Ecole,school,Burkina Faso,BFA,OSM,13.44456,-1.95885,,,
Lycée privé Noureine,school,Burkina Faso,BFA,OSM,12.37125,-1.5579,,,
École maternelle le petit David,school,Burkina Faso,BFA,OSM,12.37628,-1.56549,,,
Garderie municipal,school,Burkina Faso,BFA,OSM,12.34768,-1.5769,,,
Collège Wend Yam,school,Burkina Faso,BFA,OSM,12.34668,-1.54102,,,
INSTITUT SUPÉRIEUR DES SCIENCES DE LA POPULATION,college,Burkina Faso,BFA,OSM,12.37661,-1.49858,,,
Ecole primaire mission apostolique,school,Burkina Faso,BFA,OSM,12.31076,-1.53935,,,
"Groupe scolaire ""Les Violettes""",school,Burkina Faso,BFA,OSM,12.32414,-1.51041,,,
College Daroul Houda,school,Burkina Faso,BFA,OSM,12.33001,-1.52568,,,
École primaire de Niou,school,Burkina Faso,BFA,OSM,12.76606,-1.93398,,,
École de Sagla,school,Burkina Faso,BFA,OSM,12.72557,-1.84233,,,
École primaire de Taon,school,Burkina Faso,BFA,OSM,12.79361,-1.91418,,,
Ecole Dano Pari,school,Burkina Faso,BFA,OSM,11.11621,-3.06809,,,
cours privé la novation,school,Burkina Faso,BFA,OSM,12.31109,-1.53797,,,
École Camara Laye,school,Burkina Faso,BFA,OSM,12.34905,-1.54404,,,
Collège Saint Lazare,school,Burkina Faso,BFA,OSM,11.13029,-3.04208,,,
Ecole Soriane,school,Burkina Faso,BFA,OSM,11.09124,-3.03379,,,
Ecole Maternelle (Fondation Dreyer),school,Burkina Faso,BFA,OSM,11.13972,-3.07167,,,
Collège Nayo,school,Burkina Faso,BFA,OSM,10.9597,-3.25403,,,
complexe scolaire Guestaaba I,school,Burkina Faso,BFA,OSM,12.32632,-1.50469,,,
Centre municipal de formation artisanal,school,Burkina Faso,BFA,OSM,12.34825,-1.48849,,,
Frères des écoles chrétiennes,school,Burkina Faso,BFA,OSM,12.3591,-1.47018,,,
Ecole Wayalguin A B,school,Burkina Faso,BFA,OSM,12.39391,-1.47019,,,
Lycée Provincial de Diebougou,school,Burkina Faso,BFA,OSM,10.97681,-3.25168,,,
Institut El Nour Franco Arabe,school,Burkina Faso,BFA,OSM,12.35565,-1.47083,,,
École Privée Porte Ouverte,school,Burkina Faso,BFA,OSM,12.21638,-1.7964,,,
École Tintilou B,school,Burkina Faso,BFA,OSM,12.19331,-1.78069,,,
Ecole primaire d'Absindo,school,Burkina Faso,BFA,OSM,12.10745,-1.77777,,,
Ecole Dano B,kindergarten,Burkina Faso,BFA,OSM,11.15218,-3.0686,,,
Lycee Provincial du Ioba,kindergarten,Burkina Faso,BFA,OSM,11.14883,-3.04973,,,
Groupe Scolaire la Roseraie,school,Burkina Faso,BFA,OSM,12.34839,-1.5313,,,
École Maternelle Primaire Privée Nambita,school,Burkina Faso,BFA,OSM,12.33263,-1.53214,,,
École des Sciences et Techniques Informatiques,college,Burkina Faso,BFA,OSM,12.35386,-1.52364,,,
École Raoul Follereau,school,Burkina Faso,BFA,OSM,12.3495,-1.54601,,,
Lycée B. Evangélique,school,Burkina Faso,BFA,OSM,12.34689,-1.58397,,,
École Primaire Noom Wende,school,Burkina Faso,BFA,OSM,12.34491,-1.58065,,,
Lycée Municipal Bambata,school,Burkina Faso,BFA,OSM,12.35848,-1.5321,,,
École Primaire Bilbalogo,school,Burkina Faso,BFA,OSM,12.36252,-1.53562,,,
École Les Grâces,school,Burkina Faso,BFA,OSM,12.36119,-1.54965,,,
Institut National des Sports,college,Burkina Faso,BFA,OSM,12.36579,-1.55638,,,
Centre Austro-Burkinabè,school,Burkina Faso,BFA,OSM,12.34853,-1.5582,,,
Lycée Privé Ridwane,school,Burkina Faso,BFA,OSM,12.3437,-1.54557,,,
École Samandin A B,school,Burkina Faso,BFA,OSM,12.34644,-1.53277,,,
Pharmacie ZOODO,school,Burkina Faso,BFA,OSM,12.26144,-2.35847,,,
Lagem Taaba A et B,school,Burkina Faso,BFA,OSM,12.31851,-1.51972,,,
"École Primaire Toecin A,B et C",school,Burkina Faso,BFA,OSM,12.38585,-1.57795,,,
Complexe Scolaire Wend-Lamita,school,Burkina Faso,BFA,OSM,12.38702,-1.57917,,,
"Complexe scolaire ""Bendré"" annexe",kindergarten,Burkina Faso,BFA,OSM,12.39726,-1.56744,,,
lycée Nouvel Saint Florent,school,Burkina Faso,BFA,OSM,12.39406,-1.58167,,,
Lycée classiquede Sig-Nonghin,school,Burkina Faso,BFA,OSM,12.38773,-1.56676,,,
Lycée privé le Salut,school,Burkina Faso,BFA,OSM,12.38816,-1.56567,,,
École Tintilou A,school,Burkina Faso,BFA,OSM,12.19363,-1.8185,,,
Complexe Scolaire Alpha Solidarité,school,Burkina Faso,BFA,OSM,11.18049,-4.32801,,,
Divin Amour,kindergarten,Burkina Faso,BFA,OSM,11.1701,-4.31341,,,
centre d'éveil et d'education préscolaire,school,Burkina Faso,BFA,OSM,12.25722,-2.35508,,,
centre d'eveil et d'education prescolaire,school,Burkina Faso,BFA,OSM,12.25744,-2.35529,,,
École Privée Évangélique,school,Burkina Faso,BFA,OSM,12.20125,-1.80141,,,
École Tintilou C,school,Burkina Faso,BFA,OSM,12.21061,-1.81889,,,
Lycée Wéli,school,Burkina Faso,BFA,OSM,12.19362,-1.80468,,,
Lycée de Tintilou,school,Burkina Faso,BFA,OSM,12.20022,-1.81416,,,
lycée privé Sig Noghin,school,Burkina Faso,BFA,OSM,12.40109,-1.57705,,,
Ecole Primaire Publique de Mogyella,school,Burkina Faso,BFA,OSM,12.1429,-1.8015,,,
Ecole Primaire et Publique de Lougbissé,school,Burkina Faso,BFA,OSM,12.21976,-1.65159,,,
École Franco-Arabe Medersatou Salam,school,Burkina Faso,BFA,OSM,12.19663,-1.79958,,,
École Maternelle Sainte-Anne,school,Burkina Faso,BFA,OSM,12.69391,-2.19545,,,
EPCD,school,Burkina Faso,BFA,OSM,13.57515,-2.41733,,,
École Nayelgué,school,Burkina Faso,BFA,OSM,12.34122,-1.54784,,,
Ecole Nationale Des Postes (ENAPOSTE),school,Burkina Faso,BFA,OSM,12.37033,-1.51426,,,
Lycée Gal-Yam,school,Burkina Faso,BFA,OSM,12.36516,-1.5154,,,
Ecole soeurs apotre du sacre coeur;Essakane SA,school,Burkina Faso,BFA,OSM,12.36134,-1.49914,,,
Instutit Africain de Management,school,Burkina Faso,BFA,OSM,12.32701,-1.50209,,,
Schule A,school,Burkina Faso,BFA,OSM,12.02149,-3.62835,,,
collège,school,Burkina Faso,BFA,OSM,12.03426,-3.63813,,,
Lycée provincial / High School,school,Burkina Faso,BFA,OSM,10.67096,-5.17551,,,
École Nong-Taaba,school,Burkina Faso,BFA,OSM,12.34739,-1.54402,,,
Cours Placide Yameogo,school,Burkina Faso,BFA,OSM,12.25493,-2.36629,,,
Groupe Scolaire Jeunesse Pour Christ,school,Burkina Faso,BFA,OSM,12.33163,-1.56258,,,
Groupe Scolaire CEFISE,school,Burkina Faso,BFA,OSM,12.34593,-1.54145,,,
College Jean Paul II,school,Burkina Faso,BFA,OSM,11.18423,-4.26142,,,
English Language Center,college,Burkina Faso,BFA,OSM,12.36887,-1.49782,,,
Centre d'Éducation de Base Non Formel Bangr'Zaka 2,school,Burkina Faso,BFA,OSM,12.19206,-1.80005,,,
Garderie populaire,kindergarten,Burkina Faso,BFA,OSM,12.34618,-1.52406,,,
Cours Professionnel de l´Innovation,college,Burkina Faso,BFA,OSM,12.35002,-1.52231,,,
École Nationale des Télécommunications,college,Burkina Faso,BFA,OSM,12.34195,-1.52791,,,
École medersa,school,Burkina Faso,BFA,OSM,12.68388,-2.02198,,,
École Goughin Sud A B C,school,Burkina Faso,BFA,OSM,12.34576,-1.55225,,,
Collège Saint- Jean,school,Burkina Faso,BFA,OSM,12.34305,-1.55201,,,
Collège Wend Manegda,school,Burkina Faso,BFA,OSM,12.35098,-1.55398,,,
Collège Privé Marguerite Yourcenar,school,Burkina Faso,BFA,OSM,12.36099,-1.55831,,,
Lycée Privée Yenega,school,Burkina Faso,BFA,OSM,12.35131,-1.54936,,,
saint jean baptiste,school,Burkina Faso,BFA,OSM,12.24786,-2.39627,,,
germinal,college,Burkina Faso,BFA,OSM,12.24728,-2.39279,,,
Ecole de Lémouroudougou Village,school,Burkina Faso,BFA,OSM,10.67918,-4.78732,,,
Ecole La Savane,school,Burkina Faso,BFA,OSM,12.33112,-1.54629,,,
Ecole du camp militaire B,school,Burkina Faso,BFA,OSM,11.16744,-4.28906,,,
Institut des jeunes sourds du Faso,school,Burkina Faso,BFA,OSM,11.16781,-4.28834,,,
Here Cira,school,Burkina Faso,BFA,OSM,11.17861,-4.33367,,,
Evangelique Tabitha,school,Burkina Faso,BFA,OSM,11.18669,-4.35513,,,
Mont Des Oliviers,school,Burkina Faso,BFA,OSM,11.18508,-4.3604,,,
Tapin,school,Burkina Faso,BFA,OSM,11.18103,-4.37163,,,
Sainte Andrea,school,Burkina Faso,BFA,OSM,11.17243,-4.36166,,,
Ecole des Grâces,school,Burkina Faso,BFA,OSM,12.35554,-1.54881,,,
Ted-malgre,school,Burkina Faso,BFA,OSM,11.17515,-4.35111,,,
Complexe Scolaire Notre Dame Du Carmel,school,Burkina Faso,BFA,OSM,11.17473,-4.33897,,,
Sababou M Diabate,school,Burkina Faso,BFA,OSM,11.17571,-4.34572,,,
Franco Arabe Imam Salihou,school,Burkina Faso,BFA,OSM,11.17496,-4.33695,,,
Sarfalao B,school,Burkina Faso,BFA,OSM,11.16357,-4.26499,,,
La bonne semence,school,Burkina Faso,BFA,OSM,11.15699,-4.27182,,,
Gasmo,school,Burkina Faso,BFA,OSM,11.15674,-4.27021,,,
Millogo Oumar,school,Burkina Faso,BFA,OSM,11.16085,-4.27785,,,
Complexe Sclolaire Privé Yahve Schama,school,Burkina Faso,BFA,OSM,11.17793,-4.35626,,,
Evole évangelique La Victoire,school,Burkina Faso,BFA,OSM,11.16741,-4.349,,,
Belle ville A,school,Burkina Faso,BFA,OSM,11.16525,-4.35266,,,
Ecole primaire de Yergué,school,Burkina Faso,BFA,OSM,14.08251,-2.18653,,,
Farakan A,school,Burkina Faso,BFA,OSM,11.18203,-4.29883,,,
Ecole primaire de Bassiyam,school,Burkina Faso,BFA,OSM,12.21503,-1.54033,,,
Ecole primaire de Pamnonghin,school,Burkina Faso,BFA,OSM,12.17463,-1.55342,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,12.20353,-1.5565,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,14.13396,-2.27511,,,
Cours moderne Saint André,school,Burkina Faso,BFA,OSM,11.17083,-4.28212,,,
Ecole primaire de Ségué-Mossi,school,Burkina Faso,BFA,OSM,14.10732,-2.30259,,,
Ecole privée Lys Bonte,school,Burkina Faso,BFA,OSM,11.17772,-4.31953,,,
Bethel,school,Burkina Faso,BFA,OSM,11.18432,-4.31855,,,
Alpha Solidarite,school,Burkina Faso,BFA,OSM,11.18076,-4.32771,,,
Groupe Scolaire Ephraim,school,Burkina Faso,BFA,OSM,11.18461,-4.32751,,,
Ecole du centre D,school,Burkina Faso,BFA,OSM,11.17159,-4.29211,,,
Ecole du centre C,school,Burkina Faso,BFA,OSM,11.17147,-4.29345,,,
Ecole du centre A,school,Burkina Faso,BFA,OSM,11.17179,-4.29374,,,
Ecole primaire de Kienfangué,school,Burkina Faso,BFA,OSM,12.20272,-1.55838,,,
Sikasso cira B,school,Burkina Faso,BFA,OSM,11.17003,-4.30746,,,
Bolomakote,school,Burkina Faso,BFA,OSM,11.1654,-4.29524,,,
Saint Francois d'Assise,school,Burkina Faso,BFA,OSM,11.15804,-4.28991,,,
Kuinima B,school,Burkina Faso,BFA,OSM,11.15588,-4.28815,,,
Petit secouriste (la Croix Rouge ),school,Burkina Faso,BFA,OSM,11.15382,-4.28622,,,
Ouezzinville A,school,Burkina Faso,BFA,OSM,11.17362,-4.26961,,,
Ouezzinville B,school,Burkina Faso,BFA,OSM,11.17401,-4.26949,,,
Ecole de l'ENEP de Bobo,school,Burkina Faso,BFA,OSM,11.16815,-4.27369,,,
Institut islamique Al Manar,school,Burkina Faso,BFA,OSM,11.15362,-4.28009,,,
Lafiabougou A,school,Burkina Faso,BFA,OSM,11.15936,-4.31567,,,
Dogona A,school,Burkina Faso,BFA,OSM,11.14074,-4.29752,,,
Dogona B,school,Burkina Faso,BFA,OSM,11.14064,-4.2966,,,
La Bonne Semence,school,Burkina Faso,BFA,OSM,11.13837,-4.32445,,,
Evangelique Elite School,school,Burkina Faso,BFA,OSM,11.14496,-4.32774,,,
Evangelique Esperance,school,Burkina Faso,BFA,OSM,11.14621,-4.33022,,,
Saint Augustin,school,Burkina Faso,BFA,OSM,11.15156,-4.26989,,,
Sarfalao D,school,Burkina Faso,BFA,OSM,11.14924,-4.26803,,,
Sarfalao E,school,Burkina Faso,BFA,OSM,11.16295,-4.26457,,,
Promotion collective,school,Burkina Faso,BFA,OSM,11.15913,-4.2799,,,
Farakan B,school,Burkina Faso,BFA,OSM,11.18112,-4.29335,,,
Farakan A,school,Burkina Faso,BFA,OSM,11.18141,-4.29304,,,
Farakan C,school,Burkina Faso,BFA,OSM,11.18026,-4.29445,,,
Ecole catholique Tounouma nord B,school,Burkina Faso,BFA,OSM,11.18104,-4.28281,,,
Ecole catholique Tounouma nord A,school,Burkina Faso,BFA,OSM,11.18163,-4.28296,,,
Ecole primaire Sya,school,Burkina Faso,BFA,OSM,11.17695,-4.29517,,,
Koko A,school,Burkina Faso,BFA,OSM,11.17571,-4.28334,,,
Sikasso cira A,school,Burkina Faso,BFA,OSM,11.16918,-4.30772,,,
Koko C,school,Burkina Faso,BFA,OSM,11.17548,-4.28231,,,
Ecole du centre B,school,Burkina Faso,BFA,OSM,11.1717,-4.29129,,,
Kua A,school,Burkina Faso,BFA,OSM,11.1733,-4.26257,,,
Bethsaïda,school,Burkina Faso,BFA,OSM,11.16398,-4.2497,,,
Kua I,school,Burkina Faso,BFA,OSM,11.16704,-4.25456,,,
Kua C,school,Burkina Faso,BFA,OSM,11.16836,-4.2544,,,
