name,amenity,country,iso3,source,latitude,longitude,operator,addr_city,building
Ecole primaire,school,Burkina Faso,BFA,OSM,12.06658,-2.20777,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,12.06769,-2.2067,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,12.05783,-2.20908,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,11.63215,-2.75098,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,11.90194,-2.27141,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,11.96386,-2.27404,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,11.95285,-2.26582,,,
Ecole primaire de Naton,school,Burkina Faso,BFA,OSM,11.97556,-2.27436,,,
Ecole franco-arabe,school,Burkina Faso,BFA,OSM,11.97666,-2.27371,,,
CEG de Naton,school,Burkina Faso,BFA,OSM,11.98216,-2.26988,,,
Ecole primaire de Vella,school,Burkina Faso,BFA,OSM,12.038,-2.20168,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,12.03332,-2.18839,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,12.0574,-2.23918,,,
Ecole primaire de Boutoko,school,Burkina Faso,BFA,OSM,11.9965,-2.21868,,,
Lycée municipal de Thyou,school,Burkina Faso,BFA,OSM,11.97081,-2.19261,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,11.96731,-2.19884,,,
Lycée communal,school,Burkina Faso,BFA,OSM,11.97155,-2.19817,,,
Ecole,school,Burkina Faso,BFA,OSM,11.96855,-2.19894,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,11.95394,-2.20612,,,
CEG de Thyou,school,Burkina Faso,BFA,OSM,11.96085,-2.1999,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,12.0713,-2.24259,,,
CEG?,school,Burkina Faso,BFA,OSM,12.01684,-2.1908,,,
CEG de Bourou,school,Burkina Faso,BFA,OSM,12.04948,-2.00525,,,
Ecole primaire de Kamboinsé,school,Burkina Faso,BFA,OSM,11.85358,-1.71681,,,
Groupe scolaire les violettes,school,Burkina Faso,BFA,OSM,12.32379,-1.50963,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,11.82545,-1.74029,,,
Ecole primaire de Penguen,school,Burkina Faso,BFA,OSM,12.06139,-1.81711,,,
Ecole primaire de Kayao A,school,Burkina Faso,BFA,OSM,12.0094,-1.8352,,,
CEG de Goumsin,school,Burkina Faso,BFA,OSM,12.00796,-1.81549,,,
CEG de Kalo,school,Burkina Faso,BFA,OSM,13.7275,-2.67903,,,
Ecole primaire de Dapouri B,school,Burkina Faso,BFA,OSM,12.02478,-1.82376,,,
Préscolaire,kindergarten,Burkina Faso,BFA,OSM,12.04754,-1.82674,,,
CEG de Dapouri,school,Burkina Faso,BFA,OSM,12.04295,-1.81906,,,
Ecole primaire de Dapouri A,school,Burkina Faso,BFA,OSM,12.05211,-1.8247,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,12.0331,-1.74792,,,
Ecole primaire de Goumsin B,school,Burkina Faso,BFA,OSM,12.0002,-1.80376,,,
Centre de formation technique,school,Burkina Faso,BFA,OSM,12.00194,-1.79828,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,11.94667,-1.831,,,
Ecole primaire de Goumsin A,school,Burkina Faso,BFA,OSM,12.0059,-1.815,,,
Ecole primaire Secteur 4,school,Burkina Faso,BFA,OSM,12.1766,-1.8911,,,
Ecole primaire Secteur 1,school,Burkina Faso,BFA,OSM,12.1789,-1.8758,,,
Ecole,school,Burkina Faso,BFA,OSM,12.24399,-1.42397,,,
Ecole primaire de Mogtédo,school,Burkina Faso,BFA,OSM,12.25367,-1.39084,,,
Ecole Franco-arabe,school,Burkina Faso,BFA,OSM,12.25522,-1.38453,,,
Ecole,school,Burkina Faso,BFA,OSM,12.21968,-1.41969,,,
Belemtissé 3,school,Burkina Faso,BFA,OSM,12.37035,-1.49858,,,
Ecole primaire de Doundouni,school,Burkina Faso,BFA,OSM,12.09906,-1.91625,,,
Ecole primaire de Koukoulou,school,Burkina Faso,BFA,OSM,12.09582,-1.85579,,,
CEG de Doundouni,school,Burkina Faso,BFA,OSM,12.09567,-1.92449,,,
Ecole primaire de Gounghin,school,Burkina Faso,BFA,OSM,12.09147,-1.90272,,,
Ecole,school,Burkina Faso,BFA,OSM,12.07669,-1.91926,,,
Ecole primaire de Yipalin,school,Burkina Faso,BFA,OSM,12.07354,-1.92182,,,
Ecole,school,Burkina Faso,BFA,OSM,12.07764,-1.91372,,,
Ecole franco-arabe,school,Burkina Faso,BFA,OSM,12.07896,-1.85058,,,
Ecole primaire de Sancé,school,Burkina Faso,BFA,OSM,12.08646,-1.85487,,,
Ecole primaire de Kinkirou,school,Burkina Faso,BFA,OSM,12.07392,-1.86327,,,
Ecole,school,Burkina Faso,BFA,OSM,12.10412,-1.90273,,,
CEG de Penguen,school,Burkina Faso,BFA,OSM,12.06083,-1.81352,,,
Ecole primaire de Boulé-Daboré,school,Burkina Faso,BFA,OSM,11.90128,-1.89456,,,
Ecole primaire de Kouboulou,school,Burkina Faso,BFA,OSM,11.90018,-1.8622,,,
Ecole primaire de Boulé-Gala,school,Burkina Faso,BFA,OSM,11.92132,-1.84903,,,
Ecole,school,Burkina Faso,BFA,OSM,11.91467,-1.85536,,,
Ecole primaire Basme,school,Burkina Faso,BFA,OSM,12.0047,-1.84898,,,
Ecole,school,Burkina Faso,BFA,OSM,12.00478,-1.85155,,,
Ecole,school,Burkina Faso,BFA,OSM,12.01064,-1.84976,,,
Ecole,school,Burkina Faso,BFA,OSM,12.18079,-1.88878,,,
Ecole primaire de Bareyiri,school,Burkina Faso,BFA,OSM,12.01683,-1.88004,,,
Ecole primaire de Poa,school,Burkina Faso,BFA,OSM,11.96289,-1.88549,,,
Ecole,school,Burkina Faso,BFA,OSM,11.96047,-1.89091,,,
Ecole primaire de Yada,school,Burkina Faso,BFA,OSM,12.02615,-1.96539,,,
Ecole primaire de Basnéré,school,Burkina Faso,BFA,OSM,11.91025,-1.78752,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,11.84618,-1.78599,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,11.86417,-1.75964,,,
Préscolaire,kindergarten,Burkina Faso,BFA,OSM,11.83679,-1.75076,,,
Complexe scolaire Kayao,school,Burkina Faso,BFA,OSM,12.01615,-1.84789,,,
Ecole primaire Soukoyiri,school,Burkina Faso,BFA,OSM,12.13076,-1.91559,,,
Ecole primaire de Kossilsi,school,Burkina Faso,BFA,OSM,12.12499,-1.93412,,,
Ecole franco-arabe,school,Burkina Faso,BFA,OSM,12.12425,-1.94233,,,
Ecole primaire de Kinkirsgogo B,school,Burkina Faso,BFA,OSM,11.83321,-1.7593,,,
Ecole primaire de Kinkirsgogo A,school,Burkina Faso,BFA,OSM,11.8336,-1.74305,,,
CEG de Kinkirsgogo,school,Burkina Faso,BFA,OSM,11.83234,-1.74198,,,
Ecole,school,Burkina Faso,BFA,OSM,11.76977,-1.83719,,,
Ecole,school,Burkina Faso,BFA,OSM,11.77098,-1.83585,,,
Ecole primaire de Goumogo,school,Burkina Faso,BFA,OSM,12.10616,-1.76551,,,
Les Écoles Privées Sainte Philomène,school,Burkina Faso,BFA,OSM,12.424,-1.59828,,,
École Primaire Publique KILWIN A et B,school,Burkina Faso,BFA,OSM,12.39455,-1.59224,,,
Saïd ben Ahmad,school,Burkina Faso,BFA,OSM,12.3975,-1.61861,,,
مدرسة الأخلاق,school,Burkina Faso,BFA,OSM,12.3857,-1.48242,,,
Ecole primaire Bakata B,school,Burkina Faso,BFA,OSM,11.77961,-1.84926,,,
lycée privé Elisa,school,Burkina Faso,BFA,OSM,12.3854,-1.42871,,,
Ecole primaire de Goumsa,school,Burkina Faso,BFA,OSM,12.05404,-1.86274,,,
Préscolaire,kindergarten,Burkina Faso,BFA,OSM,12.05539,-1.86156,,,
Groupe Scolaire la Relève Vaillante,school,Burkina Faso,BFA,OSM,12.42312,-1.6004,,,
CEG/Lycée,school,Burkina Faso,BFA,OSM,12.19656,-1.86693,,,
CEG/Lycée,school,Burkina Faso,BFA,OSM,12.19735,-1.86552,,,
Ecole,school,Burkina Faso,BFA,OSM,12.19162,-1.87651,,,
Ecole primaire Secteur 4,school,Burkina Faso,BFA,OSM,12.19017,-1.89105,,,
Ecole,school,Burkina Faso,BFA,OSM,12.19062,-1.89207,,,
Ecole franco-arabe,school,Burkina Faso,BFA,OSM,12.19384,-1.85947,,,
Ecole primaire Secteur 5,school,Burkina Faso,BFA,OSM,12.19934,-1.84929,,,
Ecole,school,Burkina Faso,BFA,OSM,12.20482,-1.86049,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,12.17472,-1.91413,,,
Ecole primaire d'Amné-Mossi,school,Burkina Faso,BFA,OSM,13.98168,-2.5304,,,
Ecole primaire de Sandogo,school,Burkina Faso,BFA,OSM,13.97575,-2.54331,,,
Ecole primaire de Koma-Lemba,school,Burkina Faso,BFA,OSM,14.11668,-2.50645,,,
Ecole,school,Burkina Faso,BFA,OSM,12.19298,-1.9434,,,
Ecole primaire de Sakoinsé,school,Burkina Faso,BFA,OSM,12.18568,-1.96543,,,
CEG de Sakoinsé,school,Burkina Faso,BFA,OSM,12.18857,-1.98875,,,
Ecole,school,Burkina Faso,BFA,OSM,12.19243,-1.98559,,,
Ecole primaire de Sakoinsé B,school,Burkina Faso,BFA,OSM,12.19195,-1.97039,,,
Ecole primaire de Biré,school,Burkina Faso,BFA,OSM,14.01237,-2.52885,,,
Ecole primaire de Bani,school,Burkina Faso,BFA,OSM,14.2165,-2.57948,,,
Ecole primaire de Mondé-Bani,school,Burkina Faso,BFA,OSM,14.2018,-2.55517,,,
CEG de Nongodoum,school,Burkina Faso,BFA,OSM,14.15027,-2.5213,,,
Ecole primaire de Nongodoum,school,Burkina Faso,BFA,OSM,14.14603,-2.51795,,,
Ecole primaire de Bara,school,Burkina Faso,BFA,OSM,14.25533,-2.51602,,,
Ecole primaire de Dengué,school,Burkina Faso,BFA,OSM,14.27492,-2.47655,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,14.09506,-2.64038,,,
Ecole,school,Burkina Faso,BFA,OSM,12.20522,-1.88396,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,12.18214,-1.86243,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,12.20078,-1.88021,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,14.13341,-2.27155,,,
Ecole primaire de Namagué,school,Burkina Faso,BFA,OSM,14.14894,-2.25674,,,
Ecole primaire de Boroni,school,Burkina Faso,BFA,OSM,14.08994,-2.31583,,,
Ecole primaire de Bouressa,school,Burkina Faso,BFA,OSM,14.09947,-2.28136,,,
Lycée Muicipal de Kokologho,school,Burkina Faso,BFA,OSM,12.19576,-1.8824,,,
La SALLE,college,Burkina Faso,BFA,OSM,11.24554,-4.29386,,,
Préscolaire,kindergarten,Burkina Faso,BFA,OSM,12.19803,-1.87727,,,
Ecole,school,Burkina Faso,BFA,OSM,12.20125,-1.88177,,,
Ecole primaire de Sam,school,Burkina Faso,BFA,OSM,12.0836,-2.00484,,,
Ecole franco-arabe,school,Burkina Faso,BFA,OSM,12.08831,-1.97899,,,
Ecole primaire de Bourou,school,Burkina Faso,BFA,OSM,12.0579,-2.01497,,,
Ecole primaire de Nidaga,school,Burkina Faso,BFA,OSM,12.06667,-1.99475,,,
Ecole,school,Burkina Faso,BFA,OSM,12.1813,-1.84899,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,12.18638,-1.90291,,,
Ecole,school,Burkina Faso,BFA,OSM,12.19644,-1.90458,,,
Ecole,school,Burkina Faso,BFA,OSM,12.19395,-1.89809,,,
Ecole,school,Burkina Faso,BFA,OSM,12.17418,-1.97111,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,11.79922,-1.72068,,,
Ecole primaire de Lado,school,Burkina Faso,BFA,OSM,11.96588,-1.72936,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,11.95236,-1.72084,,,
Ecole primaire de Kossoghin,school,Burkina Faso,BFA,OSM,12.07313,-1.73241,,,
Ecole primaire de Yélou-Gouroungo,school,Burkina Faso,BFA,OSM,12.04142,-1.7002,,,
Ecole primaire de Toéghin,school,Burkina Faso,BFA,OSM,12.07725,-1.68616,,,
Ecole primaire de Toéghin-Peulh,school,Burkina Faso,BFA,OSM,12.07967,-1.70306,,,
Ecole primaire de Komki-Peulh,school,Burkina Faso,BFA,OSM,12.17848,-1.81679,,,
Ecole franco-arabe,school,Burkina Faso,BFA,OSM,11.79551,-1.71972,,,
School Provinciale,school,Burkina Faso,BFA,OSM,10.28482,-4.90923,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,12.17143,-1.95508,,,
Ecole primaire de Kouglapaka,school,Burkina Faso,BFA,OSM,12.12956,-1.97004,,,
Ecole franco-arabe,school,Burkina Faso,BFA,OSM,12.13674,-1.96018,,,
Ecole primaire de Nomgomto,school,Burkina Faso,BFA,OSM,12.14395,-1.97867,,,
Ecole,school,Burkina Faso,BFA,OSM,12.26359,-1.38606,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,12.20144,-1.88947,,,
Ecole,school,Burkina Faso,BFA,OSM,12.20279,-1.87219,,,
Ecole primaire de Rouré,school,Burkina Faso,BFA,OSM,12.06898,-2.02377,,,
Ecole,school,Burkina Faso,BFA,OSM,12.20138,-1.87699,,,
Ecole primaire de Toéyoko,school,Burkina Faso,BFA,OSM,12.23374,-1.40024,,,
Ecole,school,Burkina Faso,BFA,OSM,12.23435,-1.40133,,,
Ecole,school,Burkina Faso,BFA,OSM,12.23529,-1.37747,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,12.07013,-2.04584,,,
Ecole primaire de Soula B,school,Burkina Faso,BFA,OSM,12.03644,-2.07886,,,
Lycée de Soula,school,Burkina Faso,BFA,OSM,12.03119,-2.07971,,,
Ecole primaire de Savili,school,Burkina Faso,BFA,OSM,12.09072,-2.03432,,,
Ecole,school,Burkina Faso,BFA,OSM,12.20585,-1.87389,,,
Lycée Privé TOUNDA-SIDA,college,Burkina Faso,BFA,OSM,12.42544,-1.59263,,,
Ecole primaire de Kalabo,school,Burkina Faso,BFA,OSM,12.46356,-2.80969,,,
Ecole primaire de Zélassé B,school,Burkina Faso,BFA,OSM,12.44572,-2.80172,,,
Ecole primaire de Nyfou,school,Burkina Faso,BFA,OSM,12.49954,-2.78512,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,12.52885,-2.73401,,,
Ecole primaire de Payiri,school,Burkina Faso,BFA,OSM,11.84326,-1.82593,,,
Ecole primaire de Samékuy,school,Burkina Faso,BFA,OSM,13.01911,-4.13779,,,
Ecole,school,Burkina Faso,BFA,OSM,12.00981,-2.00529,,,
Ecole primaire de Tirakuy,school,Burkina Faso,BFA,OSM,12.89824,-4.02914,,,
Ecole primaire de Borékuy,school,Burkina Faso,BFA,OSM,12.91257,-4.06081,,,
Ecole primaire de Danékuy,school,Burkina Faso,BFA,OSM,12.94709,-4.0021,,,
Ecole primaire de Mariasso,school,Burkina Faso,BFA,OSM,12.97176,-4.01967,,,
kanginsanrgo,school,Burkina Faso,BFA,OSM,12.98882,-0.80234,,,
Ecole primaire de Niankouini,school,Burkina Faso,BFA,OSM,12.96872,-3.95413,,,
Ecole primaire de Bogo,school,Burkina Faso,BFA,OSM,12.96436,-3.93618,,,
Ecole primaire de Siéwali,school,Burkina Faso,BFA,OSM,13.36076,-3.87285,,,
Ecole primaire de Sadigan,school,Burkina Faso,BFA,OSM,12.88596,-3.99672,,,
École primaire publique Sondogo B,school,Burkina Faso,BFA,OSM,12.32192,-1.60373,,,
COLLÈGE PRIVÉ OMAR BEN,school,Burkina Faso,BFA,OSM,12.38819,-1.56592,,,
Lycée département de Ouo,school,Burkina Faso,BFA,OSM,10.40493,-3.85509,,,
Ecole primaire de Tandou,school,Burkina Faso,BFA,OSM,12.55787,-2.86624,,,
Ecole primaire de Massako,school,Burkina Faso,BFA,OSM,12.56077,-2.85226,,,
Ecole,school,Burkina Faso,BFA,OSM,12.53094,-2.8696,,,
Ecole primaire Kalabo B,school,Burkina Faso,BFA,OSM,12.49541,-2.82875,,,
Complexe Scolaire SIGUIAN,college,Burkina Faso,BFA,OSM,12.43134,-1.56652,,,
OSMANLI SIDDIKLAR,school,Burkina Faso,BFA,OSM,12.42721,-1.59454,,,
Ecole,school,Burkina Faso,BFA,OSM,11.39254,-3.62885,,,
Ecole primaire de Bombi,school,Burkina Faso,BFA,OSM,11.40348,-3.63415,,,
Ecole primaire de Yéhoun,school,Burkina Faso,BFA,OSM,11.30115,-3.39764,,,
Lycée Technique Abbé Pierre,school,Burkina Faso,BFA,OSM,12.42129,-1.59208,,,
Groupe Scolaire E.D.I.F,school,Burkina Faso,BFA,OSM,12.42024,-1.59156,,,
Lycée excellence de Saponé,school,Burkina Faso,BFA,OSM,12.05347,-1.59765,,,
Lycée polytechnique privée du Kadiogo ( LPPK),school,Burkina Faso,BFA,OSM,12.33388,-1.60349,,,
Ecole,school,Burkina Faso,BFA,OSM,11.33811,-5.24516,,,
Ecole primaire de Doufien,school,Burkina Faso,BFA,OSM,11.38518,-3.62212,,,
Lycée technique apliquée,school,Burkina Faso,BFA,OSM,12.35989,-1.55089,,,
les Osep,school,Burkina Faso,BFA,OSM,12.35812,-1.55273,,,
Ecole privée Piidi les fleurs,school,Burkina Faso,BFA,OSM,12.36344,-1.55644,,,
Ecole privée Saint Aloys,school,Burkina Faso,BFA,OSM,12.36236,-1.55382,,,
Lycée pprivé Wennenso fraternité,school,Burkina Faso,BFA,OSM,12.36296,-1.5454,,,
Les trésors plus,school,Burkina Faso,BFA,OSM,12.36261,-1.55838,,,
Saint Aloys,school,Burkina Faso,BFA,OSM,12.36119,-1.54623,,,
Complexe scolaire Michel Bendogo,school,Burkina Faso,BFA,OSM,12.36301,-1.54642,,,
Ecole primaire de Berma,school,Burkina Faso,BFA,OSM,13.33069,-3.84217,,,
Ecole Tanvili,school,Burkina Faso,BFA,OSM,12.35926,-1.54635,,,
Les graces 3,school,Burkina Faso,BFA,OSM,12.36307,-1.54337,,,
Lycée privé Tegawendé,school,Burkina Faso,BFA,OSM,12.36247,-1.54546,,,
Faoudzoud Daraine,school,Burkina Faso,BFA,OSM,12.36541,-1.54575,,,
Ecole Yennega de Ouidi,school,Burkina Faso,BFA,OSM,12.37867,-1.54446,,,
Groupe scolaire le lauréat,school,Burkina Faso,BFA,OSM,12.38303,-1.55154,,,
Joyeux bambims,school,Burkina Faso,BFA,OSM,12.37394,-1.5339,,,
Ecole Nongremasson,school,Burkina Faso,BFA,OSM,12.38167,-1.51486,,,
Complexe scolaire Shalom et savoir (C3S),school,Burkina Faso,BFA,OSM,12.35939,-1.55083,,,
Ecole primaire de Magadian,school,Burkina Faso,BFA,OSM,13.32889,-3.87156,,,
Ecole primaire de Sièkôrô,school,Burkina Faso,BFA,OSM,13.31077,-3.89544,,,
Ecole primaire de Koroni,school,Burkina Faso,BFA,OSM,13.30667,-3.92668,,,
Ecole primaire de Sanakadougou,school,Burkina Faso,BFA,OSM,13.31871,-3.94234,,,
Ecole primaire d'Aourèma,school,Burkina Faso,BFA,OSM,13.33899,-3.91665,,,
Ecole primaire de Konna,school,Burkina Faso,BFA,OSM,13.36782,-3.96755,,,
Ecole primaire de Ba,school,Burkina Faso,BFA,OSM,13.35768,-4.02387,,,
Ecole primaire de Soye,school,Burkina Faso,BFA,OSM,13.30838,-4.02686,,,
Ecole privé elina,school,Burkina Faso,BFA,OSM,12.35527,-1.55326,,,
Ecole primaire de Kamankadougou,school,Burkina Faso,BFA,OSM,13.27975,-3.97226,,,
Ecole,school,Burkina Faso,BFA,OSM,11.19059,-4.27213,,,
Ecole,school,Burkina Faso,BFA,OSM,11.22374,-4.29797,,,
Ecole,school,Burkina Faso,BFA,OSM,11.22438,-4.30101,,,
Ecole,school,Burkina Faso,BFA,OSM,11.19926,-4.29513,,,
Ecole,school,Burkina Faso,BFA,OSM,11.19832,-4.29516,,,
Ecole primaire de Dombèlé,school,Burkina Faso,BFA,OSM,13.03218,-3.90275,,,
Lycée Départemental de Mangodara,school,Burkina Faso,BFA,OSM,9.90428,-4.36608,,,
Ecole,school,Burkina Faso,BFA,OSM,13.30701,-4.02779,,,
Ecole primaire de Yil-Yalla,school,Burkina Faso,BFA,OSM,12.00358,-2.0202,,,
Ecole primaire de Tim-Tim B,school,Burkina Faso,BFA,OSM,11.99011,-2.04157,,,
CEG de Tim-Tim,school,Burkina Faso,BFA,OSM,12.00907,-2.0453,,,
Ecole primaire de Tim-Tim,school,Burkina Faso,BFA,OSM,12.00279,-2.04489,,,
Ecole,school,Burkina Faso,BFA,OSM,11.95921,-2.01118,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,11.97304,-2.00764,,,
Ecole primaire de Yalanayou,school,Burkina Faso,BFA,OSM,11.93717,-2.04342,,,
Ecole primaire de Sapo,school,Burkina Faso,BFA,OSM,11.93229,-2.03733,,,
Ecole primaire de Sui,school,Burkina Faso,BFA,OSM,12.57089,-2.79889,,,
Ecole,school,Burkina Faso,BFA,OSM,12.00506,-1.97053,,,
Ecole primaire de Singdin,school,Burkina Faso,BFA,OSM,12.00845,-1.9812,,,
Ecole primaire de Yézoanga B,school,Burkina Faso,BFA,OSM,12.00089,-1.9918,,,
Ecole primaire de Yézoanga A,school,Burkina Faso,BFA,OSM,12.01268,-1.99506,,,
Ecole primaire de Salo,school,Burkina Faso,BFA,OSM,11.91374,-2.14317,,,
Ecole,school,Burkina Faso,BFA,OSM,11.8026,-1.9844,,,
Ecole,school,Burkina Faso,BFA,OSM,11.80592,-2.00972,,,
Ecole primaire de Soula,school,Burkina Faso,BFA,OSM,11.84473,-1.98942,,,
Lycée Provincial du Zondoma(LPZ),school,Burkina Faso,BFA,OSM,13.2066,-2.346,,,
Ecole,school,Burkina Faso,BFA,OSM,12.04194,-2.00936,,,
Ecole,school,Burkina Faso,BFA,OSM,12.01141,-2.05285,,,
Ecole,school,Burkina Faso,BFA,OSM,11.94611,-1.93872,,,
Ecole primaire de Relou,school,Burkina Faso,BFA,OSM,11.94371,-1.95226,,,
Ecole primaire de Yalou-Gouroungo,school,Burkina Faso,BFA,OSM,11.95771,-1.91813,,,
Préscolaire,kindergarten,Burkina Faso,BFA,OSM,11.90828,-1.96391,,,
Saint Joseph de Gounghin,school,Burkina Faso,BFA,OSM,12.15791,-0.06962,,,
Ecole primaire de Binyéné,school,Burkina Faso,BFA,OSM,11.9136,-1.94392,,,
Ecole,school,Burkina Faso,BFA,OSM,11.96681,-2.11733,,,
Ecole primaire de Zenloua,school,Burkina Faso,BFA,OSM,11.87789,-1.96848,,,
Ecole primaire de Suné,school,Burkina Faso,BFA,OSM,11.83492,-2.2225,,,
Ecole primaire de Bouli,school,Burkina Faso,BFA,OSM,11.82493,-1.86108,,,
Ecole primaire de Tayalo,school,Burkina Faso,BFA,OSM,11.84363,-1.88056,,,
Ecole primaire de Lorou,school,Burkina Faso,BFA,OSM,11.83411,-1.94257,,,
Ecole,school,Burkina Faso,BFA,OSM,11.85825,-1.88826,,,
Ecole primaire de Bangré,school,Burkina Faso,BFA,OSM,11.95023,-2.14507,,,
Ecole primaire de Vila,school,Burkina Faso,BFA,OSM,11.99334,-2.11593,,,
Ecole primaire de Guélou,school,Burkina Faso,BFA,OSM,11.90828,-1.96182,,,
Ecole primaire de Lékoun,school,Burkina Faso,BFA,OSM,12.45102,-2.87606,,,
Ecole primaire de Mélou,school,Burkina Faso,BFA,OSM,12.42385,-2.93048,,,
Ecole primaire de Madamao,school,Burkina Faso,BFA,OSM,12.44099,-2.85469,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,12.45303,-2.80605,,,
Ecole primaire A de Zélassé,school,Burkina Faso,BFA,OSM,12.45496,-2.80504,,,
Ecole primaire de Kilou,school,Burkina Faso,BFA,OSM,11.98128,-2.02152,,,
Ecole primaire de Nessaguérou,school,Burkina Faso,BFA,OSM,11.96775,-2.02735,,,
Préscolaire,kindergarten,Burkina Faso,BFA,OSM,11.8725,-2.01542,,,
Ecole primaire de Laré,school,Burkina Faso,BFA,OSM,11.859,-2.07391,,,
Ecole primaire de Kwon A,school,Burkina Faso,BFA,OSM,12.54086,-2.74816,,,
Ecole primaire de Kwon B,school,Burkina Faso,BFA,OSM,12.52963,-2.75714,,,
Ecole coranique Médersa,school,Burkina Faso,BFA,OSM,12.53855,-2.76838,,,
Ecole,school,Burkina Faso,BFA,OSM,12.55098,-2.74796,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,12.54908,-2.74666,,,
Ecole primaire de Bosson,school,Burkina Faso,BFA,OSM,12.54643,-2.79889,,,
Ecole primaire de Pankelé B,school,Burkina Faso,BFA,OSM,12.61739,-2.81682,,,
Ecole primaire de Naboro,school,Burkina Faso,BFA,OSM,12.57187,-2.76428,,,
CEG de Sapo,school,Burkina Faso,BFA,OSM,11.92788,-2.03082,,,
Ecole primaire de Netiao,school,Burkina Faso,BFA,OSM,11.87128,-2.01397,,,
Ecole primaire de Zao,school,Burkina Faso,BFA,OSM,11.83963,-2.11735,,,
Ecole primaire,school,Burkina Faso,BFA,OSM,11.83501,-2.14862,,,
Ecole primire de Youloupo,school,Burkina Faso,BFA,OSM,12.57357,-2.73898,,,
Complexe Scolaire Evangélique Daniel de Koubri,school,Burkina Faso,BFA,OSM,12.16689,-1.39458,,,
My school ENTP,school,Burkina Faso,BFA,OSM,12.36044,-1.54287,,,
Ecole primaire de Ouaboidi,school,Burkina Faso,BFA,OSM,13.00335,0.44992,,,
Ecole primaire de Tiamien,school,Burkina Faso,BFA,OSM,11.8133,-2.24675,,,
Ecole primaire de Tarba,school,Burkina Faso,BFA,OSM,12.45908,-2.90949,,,
Ecole primaire de Sala,school,Burkina Faso,BFA,OSM,11.92746,-2.18938,,,
Ecole,school,Burkina Faso,BFA,OSM,11.95827,-2.17244,,,
Ecole,school,Burkina Faso,BFA,OSM,12.53777,-2.87163,,,
Lycée communal de Gossina,school,Burkina Faso,BFA,OSM,12.53637,-2.86789,,,
Ecole primaire Gossina B,school,Burkina Faso,BFA,OSM,12.51813,-2.87566,,,
Ecole primaire de Gossina A,school,Burkina Faso,BFA,OSM,12.51896,-2.86999,,,
Ecole primaire de Koyao,school,Burkina Faso,BFA,OSM,12.48027,-2.93418,,,
Ecole,school,Burkina Faso,BFA,OSM,12.47395,-2.93067,,,
Ecole primaire de Bolo,school,Burkina Faso,BFA,OSM,11.89241,-2.24124,,,
Ecole primaire de Dano,school,Burkina Faso,BFA,OSM,13.83348,-2.35646,,,
Ecole primaire de Dinguila-Peulh,school,Burkina Faso,BFA,OSM,13.85688,-2.28048,,,
Ecole primaire de Tébéla,school,Burkina Faso,BFA,OSM,13.84731,-2.30236,,,
Ecole primaire de Ouattigué,school,Burkina Faso,BFA,OSM,13.72048,-1.74068,,,
Ecole primaire de Rounga,school,Burkina Faso,BFA,OSM,13.67655,-1.88656,,,
CEG de Hitté,school,Burkina Faso,BFA,OSM,13.74942,-1.85693,,,
Ecole primaire de Hitté-Tanvoussé,school,Burkina Faso,BFA,OSM,13.75236,-1.83879,,,
Ecole primaire de Séno-Diao,school,Burkina Faso,BFA,OSM,14.08059,-2.54947,,,
Ecole,school,Burkina Faso,BFA,OSM,13.68366,-1.96171,,,
CEG de Ouindigui,school,Burkina Faso,BFA,OSM,13.68516,-1.96004,,,
Ecole franco-arabe,school,Burkina Faso,BFA,OSM,13.68732,-1.96624,,,
Ecole primaire de Ouindigui B,school,Burkina Faso,BFA,OSM,13.68172,-1.97088,,,
Ecole primaire de Tifélé,school,Burkina Faso,BFA,OSM,13.71298,-1.99033,,,
